Frame No,Marker No,Top left,,Top Right,,Bottom Right,,Bottm Left,,Top left,,Top Right,,Bottom Right,,Bottm Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
40,3,392.814,428.844,438.597,428.943,440.911,463.083,396.072,462.959,0.3068859375,0.4043833333,0.3426539063,0.4042458333,0.3444617188,0.3568291667,0.30943125,0.3570013889
40,4,922.066,416.12,960.395,414.475,957.927,446.01,919.797,448.573,0.7203640625,0.4220555556,0.7503085938,0.4243402778,0.7483804688,0.3805416667,0.7185914063,0.3769819444
41,1,385.053,154.167,432.2,150.613,431.752,186.907,384.902,189.655,0.3008226563,0.7858791667,0.33765625,0.7908152778,0.33730625,0.7404069444,0.3007046875,0.7365902778
41,2,927.442,155.738,965.89,159.575,967.357,192.57,928.39,189.455,0.7245640625,0.7836972222,0.7546015625,0.7783680556,0.7557476563,0.7325416667,0.7253046875,0.7368680556
41,3,393.947,426.894,439.474,427.118,442.305,461.025,397.073,461.019,0.3077710938,0.4070916667,0.3433390625,0.4067805556,0.3455507813,0.3596875,0.3102132813,0.3596958333
41,4,923.405,415.114,961.429,412.884,959.164,444.57,920.891,447.119,0.7214101563,0.4234527778,0.7511164063,0.42655,0.749346875,0.3825416667,0.7194460938,0.3790013889
42,1,386.649,152.207,433.15,148.405,432.858,184.578,385.772,187.507,0.3020695313,0.7886013889,0.3383984375,0.7938819444,0.3381703125,0.7436416667,0.301384375,0.7395736111
42,2,928.437,153.642,967.51,157.85,968.315,190.431,929.739,187.344,0.7253414063,0.7866083333,0.7558671875,0.7807638889,0.7564960938,0.7355125,0.7263585938,0.7398
42,3,395.066,424.842,440.62,424.986,443.433,459.036,398.231,458.917,0.3086453125,0.4099416667,0.344234375,0.4097416667,0.3464320313,0.36245,0.3111179688,0.3626152778
43,1,387.164,149.236,434.099,145.486,433.953,181.488,386.837,184.651,0.302471875,0.7927277778,0.3391398438,0.7979361111,0.3390257813,0.7479333333,0.3022164063,0.7435402778
43,2,929.586,150.799,968.032,155.126,969.45,187.5,930.341,184.484,0.7262390625,0.7905569444,0.756275,0.7845472222,0.7573828125,0.7395833333,0.7268289063,0.7437722222
43,3,395.918,421.678,441.687,421.097,443.786,455.63,398.505,455.145,0.3093109375,0.4143361111,0.3450679688,0.4151430556,0.3467078125,0.3671805556,0.3113320313,0.3678541667
43,4,925.306,409.515,963.578,407.591,960.625,439.245,922.759,441.667,0.7228953125,0.4312291667,0.7527953125,0.4339013889,0.7504882813,0.3899375,0.7209054688,0.3865736111
44,1,387.448,146.161,434.109,142.534,433.947,178.365,386.854,181.415,0.30269375,0.7969986111,0.3391476563,0.8020361111,0.3390210938,0.7522708333,0.3022296875,0.7480347222
44,2,929.712,147.517,968.543,151.919,969.463,184.312,930.454,180.996,0.7263375,0.7951152778,0.7566742188,0.7890013889,0.7573929688,0.7440111111,0.7269171875,0.7486166667
44,3,395.969,418.699,441.642,418.868,444.087,452.918,398.98,453.044,0.3093507813,0.4184736111,0.3450328125,0.4182388889,0.3469429688,0.3709472222,0.311703125,0.3707722222
44,4,925.736,406.162,963.839,404.273,960.926,435.924,923.23,438.341,0.72323125,0.4358861111,0.7529992188,0.4385097222,0.7507234375,0.39455,0.7212734375,0.3911930556
45,1,387.803,143.22,434.2,139.453,433.901,175.398,386.73,178.698,0.3029710938,0.8010833333,0.33921875,0.8063152778,0.3389851563,0.7563916667,0.3021328125,0.7518083333
45,2,929.725,144.547,968.677,148.545,969.645,181.375,931.183,177.692,0.7263476563,0.7992402778,0.7567789063,0.7936875,0.7575351563,0.7480902778,0.7274867188,0.7532055556
45,3,396.274,415.359,441.762,415.336,444.759,450.073,399.479,449.828,0.3095890625,0.4231125,0.3451265625,0.4231444444,0.3474679688,0.3748986111,0.3120929688,0.3752388889
45,4,926.469,403.231,964.137,401.265,961.468,432.712,923.535,435.393,0.7238039063,0.4399569444,0.7532320313,0.4426875,0.751146875,0.3990111111,0.7215117188,0.3952875
46,1,388.055,141.041,435.103,136.83,433.754,172.823,387.897,176.15,0.3031679688,0.8041097222,0.3399242188,0.8099583333,0.3388703125,0.7599680556,0.3030445313,0.7553472222
46,2,930.204,141.818,968.985,145.649,970.373,178.425,931.466,175.416,0.726721875,0.8030305556,0.7570195313,0.7977097222,0.7581039063,0.7521875,0.7277078125,0.7563666667
46,3,396.901,413.318,442.622,413.276,445.372,448.096,400.173,447.376,0.3100789063,0.4259472222,0.3457984375,0.4260055556,0.347946875,0.3776444444,0.3126351563,0.3786444444
46,4,926.582,400.704,964.787,398.475,962.476,430.496,924.35,432.964,0.7238921875,0.4434666667,0.7537398438,0.4465625,0.751934375,0.4020888889,0.7221484375,0.3986611111
47,1,388,139.495,434.856,135.372,434.265,171.51,388,174.96,0.303125,0.8062569444,0.33973125,0.8119833333,0.3392695313,0.7617916667,0.303125,0.757
47,2,930.352,139.873,969.173,144.14,970.445,176.951,932.092,173.481,0.7268375,0.8057319444,0.7571664063,0.7998055556,0.7581601563,0.7542347222,0.728196875,0.7590541667
47,3,397.023,412.077,442.838,411.839,445.3,446.304,400.012,445.988,0.3101742188,0.4276708333,0.3459671875,0.4280013889,0.347890625,0.3801333333,0.312509375,0.3805722222
48,1,388.221,138.561,434.246,134.59,433.904,170.641,387.067,174.091,0.3032976563,0.8075541667,0.3392546875,0.8130694444,0.3389875,0.7629986111,0.3023960938,0.7582069444
48,2,930.389,138.782,968.868,143.07,970.318,175.7,931.418,172.496,0.7268664063,0.8072472222,0.756928125,0.8012916667,0.7580609375,0.7559722222,0.7276703125,0.7604222222
48,3,396.583,411.246,442.327,410.918,444.811,445.825,399.538,445.504,0.3098304688,0.428825,0.3455679688,0.4292805556,0.3475085938,0.3807986111,0.3121390625,0.3812444444
48,4,926.448,398.145,964.648,396.474,962.041,428.013,924.121,430.677,0.7237875,0.4470208333,0.75363125,0.4493416667,0.7515945313,0.4055375,0.7219695313,0.4018375
49,1,387,138.243,434.207,134.166,433.894,169.997,387,173.533,0.30234375,0.8079958333,0.3392242188,0.8136583333,0.3389796875,0.7638930556,0.30234375,0.7589819444
49,2,929.642,138.387,969.18,142.712,972.648,175.634,931.132,171.923,0.7262828125,0.8077958333,0.757171875,0.8017888889,0.75988125,0.7560638889,0.727446875,0.7612180556
49,3,396.151,411.032,441.84,410.926,444.571,445.043,399.191,445.043,0.3094929688,0.4291222222,0.3451875,0.4292694444,0.3473210938,0.3818847222,0.3118679688,0.3818847222
49,4,926.069,397.812,964.45,396.374,961.702,427.744,923.648,430.286,0.7234914063,0.4474833333,0.7534765625,0.4494805556,0.7513296875,0.4059111111,0.7216,0.4023805556
50,1,387.055,137.124,434.106,133.071,433.945,168.874,386.894,172.764,0.3023867188,0.80955,0.3391453125,0.8151791667,0.3390195313,0.7654527778,0.3022609375,0.76005
50,2,929.776,137.645,968.476,141.883,969.918,174.805,930.331,170.691,0.7263875,0.8088263889,0.756621875,0.8029402778,0.7577484375,0.7572152778,0.7268210938,0.7629291667
50,3,396.165,409.367,441.667,408.885,444.514,443.937,399.13,443.292,0.3095039063,0.4314347222,0.3450523438,0.4321041667,0.3472765625,0.3834208333,0.3118203125,0.3843166667
50,4,926.202,397.218,964.52,394.609,961.623,426.474,923.539,429.146,0.7235953125,0.4483083333,0.75353125,0.4519319444,0.7512679688,0.407675,0.7215148438,0.4039638889
51,1,387.058,135.78,434.102,131.44,433.947,167.645,386.89,171.075,0.3023890625,0.8114166667,0.3391421875,0.8174444444,0.3390210938,0.7671597222,0.3022578125,0.7623958333
51,2,929.979,136.334,968.587,140.288,969.652,173.492,930.243,169.098,0.7265460938,0.8106472222,0.7567085938,0.8051555556,0.757540625,0.7590388889,0.7267523438,0.7651416667
51,3,395.79,408.785,441.628,408.79,444.282,443,399.093,443,0.3092109375,0.4322430556,0.345021875,0.4322361111,0.3470953125,0.3847222222,0.3117914063,0.3847222222
51,4,926.012,395.378,964.281,393.79,961.603,425.59,923.281,427.997,0.723446875,0.4508638889,0.7533445313,0.4530694444,0.7512523438,0.4089027778,0.7213132813,0.4055597222
52,1,387.255,135.82,434.265,131.57,432.874,167.591,386.396,171.514,0.3025429688,0.8113611111,0.3392695313,0.8172638889,0.3381828125,0.7672347222,0.301871875,0.7617861111
52,2,929.385,136.219,967.979,140.39,969.367,173.364,930.235,169.728,0.7260820313,0.8108069444,0.7562335938,0.8050138889,0.7573179688,0.7592166667,0.7267460938,0.7642666667
52,3,395.517,409.031,441.506,408.923,443.555,443.085,398.586,442.954,0.3089976563,0.4319013889,0.3449265625,0.4320513889,0.3465273438,0.3846041667,0.3113953125,0.3847861111
52,4,925.49,395.859,963.681,394.034,960.978,425.807,923.063,428.417,0.7230390625,0.4501958333,0.7528757813,0.4527305556,0.7507640625,0.4086013889,0.7211429688,0.4049763889
53,1,386.367,135.854,433.198,131.674,432.899,167.729,385.76,171.37,0.3018492188,0.8113138889,0.3384359375,0.8171194444,0.3382023438,0.7670430556,0.301375,0.7619861111
53,2,928.694,136.304,967.626,140.457,968.798,173.241,930.324,169.861,0.7255421875,0.8106888889,0.7559578125,0.8049208333,0.7568734375,0.7593875,0.726815625,0.7640819444
53,3,395.385,409.001,440.921,408.372,443.346,443,398.18,443,0.3088945313,0.4319430556,0.3444695313,0.4328166667,0.3463640625,0.3847222222,0.311078125,0.3847222222
53,4,925.143,395.257,963.42,394.11,960.604,425.665,922.546,427.643,0.7227679688,0.4510319444,0.752671875,0.452625,0.750471875,0.4087986111,0.7207390625,0.4060513889
54,1,386.105,135.634,433.202,131.448,432.649,167.367,385.804,171.09,0.3016445313,0.8116194444,0.3384390625,0.8174333333,0.3380070313,0.7675458333,0.301409375,0.762375
54,2,928.416,135.706,967.425,140.199,968.364,172.878,929.887,169.373,0.725325,0.8115194444,0.7558007813,0.8052791667,0.756534375,0.7598916667,0.7264742188,0.7647597222
54,3,395.241,408.636,440.667,407.826,443.514,443,398.229,443,0.3087820313,0.43245,0.3442710938,0.433575,0.3464953125,0.3847222222,0.3111164063,0.3847222222
54,4,925.104,395.238,963.384,393.73,960.387,425.415,922.564,427.588,0.7227375,0.4510583333,0.75264375,0.4531527778,0.7503023438,0.4091458333,0.720753125,0.4061277778
55,1,386.324,135.584,433.414,131.444,432.509,167.461,385.872,171.047,0.301815625,0.8116888889,0.3386046875,0.8174388889,0.3378976563,0.7674152778,0.3014625,0.7624347222
55,2,928.843,135.839,967.804,140.247,968.274,172.977,929.941,169.314,0.7256585938,0.8113347222,0.756096875,0.8052125,0.7564640625,0.7597541667,0.7265164063,0.7648416667
55,3,395.465,408.938,441.182,407.812,443.734,443,398.499,443,0.3089570313,0.4320305556,0.3446734375,0.4335944444,0.3466671875,0.3847222222,0.3113273438,0.3847222222
55,4,925.197,395.355,963.439,393.661,960.697,425.587,922.761,427.6,0.7228101563,0.4508958333,0.7526867188,0.4532486111,0.7505445313,0.4089069444,0.7209070313,0.4061111111
56,1,387.189,135.298,433.874,131.379,432.855,167.353,386.602,170.89,0.3024914063,0.8120861111,0.3389640625,0.8175291667,0.3381679688,0.7675652778,0.3020328125,0.7626527778
56,2,929.156,135.852,967.828,140.103,969.305,172.839,930.26,169.488,0.725903125,0.8113166667,0.756115625,0.8054125,0.7572695313,0.7599458333,0.726765625,0.7646
56,3,395.838,408.38,441.577,407.788,444.387,442.834,399.13,442.907,0.3092484375,0.4328055556,0.3449820313,0.4336277778,0.3471773438,0.3849527778,0.3118203125,0.3848513889
56,4,925.827,395.297,963.899,393.547,961.347,425.04,923.276,427.777,0.7233023438,0.4509763889,0.7530460938,0.4534069444,0.7510523438,0.4096666667,0.721309375,0.4058652778
57,1,387.054,135.336,434.104,131.038,433.95,166.976,386.894,170.911,0.3023859375,0.8120333333,0.33914375,0.8180027778,0.3390234375,0.7680888889,0.3022609375,0.7626236111
57,2,929.318,135.546,968.292,140.041,969.495,172.774,931.059,169.153,0.7260296875,0.8117416667,0.756478125,0.8054986111,0.7574179688,0.7600361111,0.7273898438,0.7650652778
57,3,396.575,409.246,442.339,408.05,444.585,443.236,399.36,442.378,0.3098242188,0.4316027778,0.3455773438,0.4332638889,0.3473320313,0.3843944444,0.312,0.3855861111
57,4,926.396,395.316,964.281,393.388,961.678,424.862,923.866,427.667,0.723746875,0.45095,0.7533445313,0.4536277778,0.7513109375,0.4099138889,0.7217703125,0.4060180556
58,1,387.501,135.451,434.106,131.075,433.944,167.03,386.818,170.816,0.3027351563,0.8118736111,0.3391453125,0.8179513889,0.33901875,0.7680138889,0.3022015625,0.7627555556
58,2,929.743,135.499,968.719,139.783,969.721,172.757,931.321,168.832,0.7263617188,0.8118069444,0.7568117188,0.8058569444,0.7575945313,0.7600597222,0.7275945313,0.7655111111
58,3,396.493,408.075,441.991,407.838,444.941,442.992,399.561,442.877,0.3097601563,0.4332291667,0.3453054688,0.4335583333,0.3476101563,0.3847333333,0.3121570313,0.3848930556
58,4,926.459,395.165,964.684,392.975,961.743,424.811,923.894,427.333,0.7237960938,0.4511597222,0.753659375,0.4542013889,0.7513617188,0.4099847222,0.7217921875,0.4064819444
59,1,387.06,135.504,434.102,131.386,433.949,167.321,386.89,171.15,0.302390625,0.8118,0.3391421875,0.8175194444,0.3390226563,0.7676097222,0.3022578125,0.7622916667
59,2,929.706,135.44,968.422,139.555,969.433,172.469,930.51,168.73,0.7263328125,0.8118888889,0.7565796875,0.8061736111,0.7573695313,0.7604597222,0.7269609375,0.7656527778
59,3,396.473,408.963,442.041,407.919,444.533,443,399.352,443,0.3097445313,0.4319958333,0.3453445313,0.4334458333,0.3472914063,0.3847222222,0.31199375,0.3847222222
59,4,926.334,394.511,964.308,392.95,961.87,424.677,923.418,427.303,0.7236984375,0.4520680556,0.753365625,0.4542361111,0.7514609375,0.4101708333,0.7214203125,0.4065236111
60,1,387.198,135.993,433.975,131.73,432.9,167.722,386.585,171.312,0.3024984375,0.8111208333,0.3390429688,0.8170416667,0.338203125,0.7670527778,0.3020195313,0.7620666667
60,2,929.088,135.229,967.765,139.474,969.214,172.389,930.286,168.719,0.72585,0.8121819444,0.7560664063,0.8062861111,0.7571984375,0.7605708333,0.7267859375,0.7656680556
60,3,396.181,408.901,441.665,408.792,444.671,443.081,399.292,442.96,0.3095164063,0.4320819444,0.3450507813,0.4322333333,0.3473992188,0.3846097222,0.311946875,0.3847777778
60,4,925.877,394.661,964.104,392.78,961.665,424.652,923.529,427.177,0.7233414063,0.4518597222,0.75320625,0.4544722222,0.7513007813,0.4102055556,0.7215070313,0.4066986111
61,1,387.105,136.171,433.828,131.914,433.385,167.794,386.796,171.521,0.3024257813,0.8108736111,0.338928125,0.8167861111,0.3385820313,0.7669527778,0.302184375,0.7617763889
61,2,929.057,135.441,967.684,139.515,969.302,172.408,930.279,168.967,0.7258257813,0.8118875,0.756003125,0.8062291667,0.7572671875,0.7605444444,0.7267804688,0.7653236111
61,3,396.413,408.792,442.081,408.908,444.762,443.168,399.673,442.912,0.3096976563,0.4322333333,0.3453757813,0.4320722222,0.3474703125,0.3844888889,0.3122445313,0.3848444444
61,4,926.083,394.607,964.282,392.766,961.791,424.629,923.646,427.288,0.7235023438,0.4519347222,0.7533453125,0.4544916667,0.7513992188,0.4102375,0.7215984375,0.4065444444
62,1,387,135.959,434,131.693,434,167.641,387,171.331,0.30234375,0.8111680556,0.3390625,0.8170930556,0.3390625,0.7671652778,0.30234375,0.7620402778
62,2,929.784,135.35,968.062,139.356,969.439,172.364,930.089,168.647,0.72639375,0.8120138889,0.7562984375,0.80645,0.7573742188,0.7606055556,0.7266320313,0.7657680556
62,3,396.677,408.906,442.506,408.265,445.192,443,399.943,443,0.3099039063,0.432075,0.3457078125,0.4329652778,0.34780625,0.3847222222,0.3124554688,0.3847222222
62,4,926.492,394.601,964.388,392.838,961.994,424.527,924.133,427.139,0.723821875,0.4519430556,0.753428125,0.4543916667,0.7515578125,0.4103791667,0.7219789063,0.4067513889
63,1,387.107,135.958,434.102,131.463,433.948,167.52,386.947,171.423,0.3024273438,0.8111694444,0.3391421875,0.8174125,0.339021875,0.7673333333,0.3023023438,0.7619125
63,2,929.702,135.393,968.114,139.359,969.322,172.295,930.282,168.676,0.7263296875,0.8119541667,0.7563390625,0.8064458333,0.7572828125,0.7607013889,0.7267828125,0.7657277778
63,3,396.455,408.879,442.535,408.99,444.972,443.081,399.872,442.956,0.3097304688,0.4321125,0.3457304688,0.4319583333,0.347634375,0.3846097222,0.3124,0.3847833333
63,4,926.383,394.289,964.315,392.857,961.879,424.553,923.906,427.083,0.7237367188,0.4523763889,0.7533710938,0.4543652778,0.7514679688,0.4103430556,0.7218015625,0.4068291667
64,1,387.11,135.918,434.08,131.589,433.746,167.643,386.784,171.226,0.3024296875,0.811225,0.339125,0.8172375,0.3388640625,0.7671625,0.302175,0.7621861111
64,2,929.034,135.057,967.726,139.285,969.174,171.859,930.266,168.503,0.7258078125,0.8124208333,0.7560359375,0.8065486111,0.7571671875,0.7613069444,0.7267703125,0.7659680556
64,3,396.423,408.942,442.384,408.889,444.579,443,399.571,443,0.3097054688,0.432025,0.3456125,0.4320986111,0.3473273438,0.3847222222,0.3121648438,0.3847222222
64,4,926.273,394.254,964.221,392.356,961.653,424.201,923.57,426.722,0.7236507813,0.452425,0.7532976563,0.4550611111,0.7512914063,0.4108319444,0.7215390625,0.4073305556
65,1,387.177,136.129,433.548,131.716,432.854,167.847,386.622,171.514,0.3024820313,0.8109319444,0.338709375,0.8170611111,0.3381671875,0.7668791667,0.3020484375,0.7617861111
65,2,928.56,134.737,967.711,138.95,968.789,171.517,930.121,168.448,0.7254375,0.8128652778,0.7560242188,0.8070138889,0.7568664063,0.7617819444,0.7266570313,0.7660444444
65,3,396.623,408.956,442.436,408.871,444.784,443.078,399.756,442.959,0.3098617188,0.4320055556,0.345653125,0.4321236111,0.3474875,0.3846138889,0.312309375,0.3847791667
65,4,926.34,394.009,964.279,392.341,961.748,423.873,923.94,426.644,0.723703125,0.4527652778,0.7533429688,0.4550819444,0.751365625,0.4112875,0.721828125,0.4074388889
66,1,387,136.34,434,132.036,434,168.168,387,171.651,0.30234375,0.8106388889,0.3390625,0.8166166667,0.3390625,0.7664333333,0.30234375,0.7615958333
66,2,929.389,134.703,967.724,138.824,969.39,171.613,930.131,168.261,0.7260851563,0.8129125,0.756034375,0.8071888889,0.7573359375,0.7616486111,0.7266648438,0.7663041667
66,3,397.268,408.91,442.882,408.916,445.765,443.164,400.316,442.918,0.310365625,0.4320694444,0.3460015625,0.4320611111,0.3482539063,0.3844944444,0.312746875,0.3848361111
66,4,926.849,393.852,964.986,392.325,962.554,423.767,924.255,426.457,0.7241007813,0.4529833333,0.7538953125,0.4551041667,0.7519953125,0.4114347222,0.7220742188,0.4076986111
67,1,388.295,136.34,434.11,132.176,433.947,168.488,387.12,171.743,0.3033554688,0.8106388889,0.3391484375,0.8164222222,0.3390210938,0.7659888889,0.3024375,0.7614680556
67,2,929.518,134.588,968.231,138.781,969.599,171.514,931.002,168.201,0.7261859375,0.8130722222,0.7564304688,0.8072486111,0.7574992188,0.7617861111,0.7273453125,0.7663875
67,3,397.846,409.058,443.57,408.719,445.991,443.158,400.994,442.915,0.3108171875,0.4318638889,0.3465390625,0.4323347222,0.3484304688,0.3845027778,0.3132765625,0.3848402778
67,4,927.328,393.641,965.282,392.174,962.837,423.712,924.982,426.317,0.724475,0.4532763889,0.7541265625,0.4553138889,0.7522164063,0.4115111111,0.7226421875,0.4078930556
68,1,388.143,136.397,434.06,132.443,434.051,168.514,387.613,171.881,0.3032367188,0.8105597222,0.339109375,0.8160513889,0.3391023438,0.7659527778,0.3028226563,0.7612763889
68,2,929.554,134.592,968.212,138.779,969.861,171.464,930.97,168.272,0.7262140625,0.8130666667,0.756415625,0.8072513889,0.7577039063,0.7618555556,0.7273203125,0.7662888889
68,3,397.75,409.028,443.62,408.796,446.345,443.162,401.044,442.916,0.3107421875,0.4319055556,0.346578125,0.4322277778,0.3487070313,0.3844972222,0.313315625,0.3848388889
68,4,927.52,393.749,965.49,392.237,962.833,423.757,925.013,426.43,0.724625,0.4531263889,0.7542890625,0.4552263889,0.7522132813,0.4114486111,0.7226664063,0.4077361111
69,1,388.138,136.868,434.212,132.626,434.009,168.586,387.712,172.137,0.3032328125,0.8099055556,0.339228125,0.8157972222,0.3390695313,0.7658527778,0.3029,0.7609208333
69,2,929.419,134.631,968.511,139.075,969.881,171.598,931.219,168.459,0.7261085938,0.8130125,0.7566492188,0.8068402778,0.7577195313,0.7616694444,0.7275148438,0.7660291667
69,3,397.97,409.077,443.624,408.84,446.372,443.512,401.252,443.779,0.3109140625,0.4318375,0.34658125,0.4321666667,0.348728125,0.3840111111,0.313478125,0.3836402778
69,4,927.452,394.021,965.486,392.298,963.014,423.906,925.259,426.62,0.724571875,0.4527486111,0.7542859375,0.4551416667,0.7523546875,0.4112416667,0.7228585938,0.4074722222
70,1,388,137.031,435.108,132.71,434.946,168.651,388,172.413,0.303125,0.8096791667,0.339928125,0.8156805556,0.3398015625,0.7657625,0.303125,0.7605375
70,2,929.83,135.033,968.6,139.067,970.23,171.785,931.338,168.486,0.7264296875,0.8124541667,0.75671875,0.8068513889,0.7579921875,0.7614097222,0.7276078125,0.7659916667
70,3,398.474,409.857,443.987,408.745,446.811,443.899,401.534,443.923,0.3113078125,0.4307541667,0.3468648438,0.4322986111,0.3490710938,0.3834736111,0.3136984375,0.3834402778
70,4,927.622,394.244,965.874,392.47,963.506,424.139,925.71,426.741,0.7247046875,0.4524388889,0.7545890625,0.4549027778,0.7527390625,0.4109180556,0.7232109375,0.4073041667
71,1,388.632,137.309,435.204,132.92,434.905,168.939,387.887,172.777,0.30361875,0.8092930556,0.340003125,0.8153888889,0.3397695313,0.7653625,0.3030367188,0.7600319444
71,2,930.348,135.172,969.107,139.291,970.462,171.99,931.493,168.62,0.726834375,0.8122611111,0.7571148438,0.8065402778,0.7581734375,0.761125,0.7277289063,0.7658055556
71,3,398.801,410.165,444.487,409.308,447.276,444,402.014,444,0.3115632813,0.4303263889,0.3472554688,0.4315166667,0.349434375,0.3833333333,0.3140734375,0.3833333333
71,4,928.284,394.296,966.263,392.551,963.721,424.206,925.773,426.955,0.725221875,0.4523666667,0.7548929688,0.4547902778,0.7529070313,0.410825,0.7232601563,0.4070069444
72,1,389.211,137.321,435.399,133.005,434.807,168.942,387.926,172.96,0.3040710938,0.8092763889,0.3401554688,0.8152708333,0.3396929688,0.7653583333,0.3030671875,0.7597777778
72,2,930.496,135.303,969.174,139.171,970.303,172.012,931.528,168.585,0.72695,0.8120791667,0.7571671875,0.8067069444,0.7580492188,0.7610944444,0.72775625,0.7658541667
72,3,398.725,410.17,444.582,409.39,447.182,444.161,401.965,443.916,0.3115039063,0.4303194444,0.3473296875,0.4314027778,0.3493609375,0.3831097222,0.3140351563,0.38345
72,4,928.112,394.382,966.474,392.409,963.618,424.265,925.631,427.072,0.7250875,0.4522472222,0.7550578125,0.4549875,0.7528265625,0.4107430556,0.7231492188,0.4068444444
73,1,388.201,137.441,435.046,133.097,435.063,169.426,388.026,172.399,0.3032820313,0.8091097222,0.3398796875,0.8151430556,0.3398929688,0.7646861111,0.3031453125,0.7605569444
73,2,930.394,135.114,968.918,139.231,970.463,171.773,931.389,168.532,0.7268703125,0.8123416667,0.7569671875,0.8066236111,0.7581742188,0.7614263889,0.7276476563,0.7659277778
73,3,398.812,410.178,444.425,409.601,447.185,444.085,401.656,444.085,0.311571875,0.4303083333,0.3472070313,0.4311097222,0.3493632813,0.3832152778,0.31379375,0.3832152778
73,4,928.219,394.236,966.27,392.511,963.667,424.002,925.78,426.962,0.7251710938,0.45245,0.7548984375,0.4548458333,0.7528648438,0.4111083333,0.723265625,0.4069972222
74,1,388,137.549,435.206,133.33,434.892,169.16,388,173.1,0.303125,0.8089597222,0.3400046875,0.8148194444,0.339759375,0.7650555556,0.303125,0.7595833333
74,2,930.293,135.255,968.911,139.069,970.463,171.774,931.486,168.487,0.7267914063,0.8121458333,0.7569617188,0.8068486111,0.7581742188,0.761425,0.7277234375,0.7659902778
74,3,398.779,410.459,444.579,409.665,447.402,444.477,402.236,444.839,0.3115460938,0.4299180556,0.3473273438,0.4310208333,0.3495328125,0.3826708333,0.314246875,0.3821680556
74,4,928.329,394.301,966.364,392.569,963.865,424.512,926.034,426.848,0.7252570313,0.4523597222,0.754971875,0.4547652778,0.7530195313,0.4104,0.7234640625,0.4071555556
75,1,389.067,137.812,435.962,133.352,435.542,169.457,388.769,173.308,0.3039585938,0.8085944444,0.3405953125,0.8147888889,0.3402671875,0.7646430556,0.3037257813,0.7592944444
75,2,930.721,135.138,969.333,139.234,970.587,171.849,931.771,168.648,0.7271257813,0.8123083333,0.7572914063,0.8066194444,0.7582710938,0.7613208333,0.7279460938,0.7657666667
75,3,399.403,410.82,444.793,409.686,447.97,445,402.41,445,0.3120335938,0.4294166667,0.3474945313,0.4309916667,0.3499765625,0.3819444444,0.3143828125,0.3819444444
75,4,928.466,394.46,966.796,392.66,964.34,424.328,926.596,426.992,0.7253640625,0.4521388889,0.755309375,0.4546388889,0.753390625,0.4106555556,0.723903125,0.4069555556
76,1,389.108,137.833,436,133.448,436,169.457,388.797,173.31,0.303990625,0.8085652778,0.340625,0.8146555556,0.340625,0.7646430556,0.3037476563,0.7592916667
76,2,930.944,134.944,969.642,139.18,971.005,171.809,932.289,168.541,0.7273,0.8125777778,0.7575328125,0.8066944444,0.7585976563,0.7613763889,0.7283507813,0.7659152778
76,3,399.604,410.937,445.38,409.979,447.832,445,402.54,445,0.312190625,0.4292541667,0.347953125,0.4305847222,0.34986875,0.3819444444,0.314484375,0.3819444444
76,4,928.878,394.255,966.987,392.557,964.631,424.213,926.868,426.948,0.7256859375,0.4524236111,0.7554585938,0.4547819444,0.7536179688,0.4108152778,0.724115625,0.4070166667
77,1,389.216,137.977,435.29,133.635,435.026,169.553,388.536,173.442,0.304075,0.8083652778,0.3400703125,0.8143958333,0.3398640625,0.7645097222,0.30354375,0.7591083333
77,2,930.707,135.03,969.655,139.169,970.427,171.709,931.946,168.539,0.7271148438,0.8124583333,0.7575429688,0.8067097222,0.7581460938,0.7615152778,0.7280828125,0.7659180556
77,3,399.029,411.108,444.622,410.099,447.467,445,402.295,445,0.3117414063,0.4290166667,0.3473609375,0.4304180556,0.3495835938,0.3819444444,0.3142929688,0.3819444444
77,4,928.476,394.228,966.675,392.666,964.095,424.179,926.367,426.912,0.725371875,0.4524611111,0.7552148438,0.4546305556,0.7531992188,0.4108625,0.7237242188,0.4070666667
78,1,388.166,138.069,434.76,133.688,434.486,169.654,387.846,173.611,0.3032546875,0.8082375,0.33965625,0.8143222222,0.3394421875,0.7643694444,0.3030046875,0.7588736111
78,2,930.283,134.985,969.024,139.102,970.345,171.766,931.488,168.537,0.7267835938,0.8125208333,0.75705,0.8068027778,0.7580820313,0.7614361111,0.727725,0.7659208333
78,3,398.726,411.089,444.477,410.308,447.286,445,402.182,445,0.3115046875,0.4290430556,0.3472476563,0.4301277778,0.3494421875,0.3819444444,0.3142046875,0.3819444444
78,4,928.474,394.284,966.587,392.54,963.934,424.167,926.13,426.901,0.7253703125,0.4523833333,0.7551460938,0.4548055556,0.7530734375,0.4108791667,0.7235390625,0.4070819444
79,1,388.166,138.118,434.758,133.723,434.544,169.593,387.846,173.585,0.3032546875,0.8081694444,0.3396546875,0.8142736111,0.3394875,0.7644541667,0.3030046875,0.7589097222
79,2,930.162,135.027,969.006,139.148,970.383,171.675,931.603,168.594,0.7266890625,0.8124625,0.7570359375,0.8067388889,0.7581117188,0.7615625,0.7278148438,0.7658416667
79,3,398.871,411.047,444.514,410.217,447.475,445,402.276,445,0.3116179688,0.4291013889,0.3472765625,0.4302541667,0.3495898438,0.3819444444,0.314278125,0.3819444444
