Frame No,Marker No,Top left,,Top Right,,Bottom Right,,Bottm Left,,Top left,,Top Right,,Bottom Right,,Bottm Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
157,3,395.405,412.05,441.311,411.084,443.913,446,398.829,446,0.3089101563,0.4277083333,0.3447742188,0.42905,0.3468070313,0.3805555556,0.3115851563,0.3805555556
157,4,924.803,395.399,963.258,393.653,960.628,425.501,922.905,427.73,0.7225023438,0.4508347222,0.7525453125,0.4532597222,0.750490625,0.4090263889,0.7210195313,0.4059305556
158,1,385.04,139.145,431.353,134.623,430.922,170.655,384.75,174.412,0.3008125,0.8067430556,0.3369945313,0.8130236111,0.3366578125,0.7629791667,0.3005859375,0.7577611111
158,2,926.682,136.065,965.698,140.077,966.876,172.726,928.313,169.619,0.7239703125,0.8110208333,0.7544515625,0.8054486111,0.755371875,0.7601027778,0.7252445313,0.7644180556
158,3,395.053,412.054,440.654,411.017,443.486,446,398.381,446,0.3086351563,0.4277027778,0.3442609375,0.4291430556,0.3464734375,0.3805555556,0.3112351563,0.3805555556
158,4,924.457,395.428,962.835,393.587,960.416,425.059,922.5,427.789,0.7222320313,0.4507944444,0.7522148438,0.4533513889,0.750325,0.4096402778,0.720703125,0.4058486111
159,1,384.6,139.118,431.078,134.524,430.359,170.633,383.712,174.527,0.30046875,0.8067805556,0.3367796875,0.8131611111,0.3362179688,0.7630097222,0.299775,0.7576013889
159,2,926.283,135.789,965.054,139.654,966.775,172.592,928.237,169.324,0.7236585938,0.8114041667,0.7539484375,0.8060361111,0.7552929688,0.7602888889,0.7251851563,0.7648277778
159,3,394.829,411.125,440.559,410.961,443.346,446,398.229,446,0.3084601563,0.4289930556,0.3441867188,0.4292208333,0.3463640625,0.3805555556,0.3111164063,0.3805555556
159,4,924.411,395.25,962.428,393.218,960.34,424.932,922.193,427.52,0.7221960938,0.4510416667,0.751896875,0.4538638889,0.750265625,0.4098166667,0.7204632813,0.4062222222
160,1,384.147,138.787,430.673,134.596,430.346,170.456,383.86,174.319,0.3001148438,0.8072402778,0.3364632813,0.8130611111,0.3362078125,0.7632555556,0.299890625,0.7578902778
160,2,926.142,135.624,965.121,139.555,966.323,172.334,927.748,169.094,0.7235484375,0.8116333333,0.7540007813,0.8061736111,0.7549398438,0.7606472222,0.724803125,0.7651472222
160,3,394.684,411.104,440.482,410.895,443.314,445.403,398.073,445.875,0.308346875,0.4290222222,0.3441265625,0.4293125,0.3463390625,0.3813847222,0.3109945313,0.3807291667
160,4,924.449,395.271,962.637,392.774,960.14,424.678,922.243,427.473,0.7222257813,0.4510125,0.7520601563,0.4544805556,0.750109375,0.4101694444,0.7205023438,0.4062875
161,1,384.107,138.887,430.928,134.277,430.412,170.5,383.798,174.23,0.3000835938,0.8071013889,0.3366625,0.8135041667,0.336259375,0.7631944444,0.2998421875,0.7580138889
161,2,926.305,135.551,965.038,139.456,966.362,172.205,927.266,168.827,0.7236757813,0.8117347222,0.7539359375,0.8063111111,0.7549703125,0.7608263889,0.7244265625,0.7655180556
161,3,394.455,411.339,440.25,410.831,442.805,445.411,397.771,445.461,0.3081679688,0.4286958333,0.3439453125,0.4294013889,0.3459414063,0.3813736111,0.3107585938,0.3813041667
161,4,924.397,394.879,962.349,392.81,959.963,424.687,922.072,427.328,0.7221851563,0.4515569444,0.7518351563,0.4544305556,0.7499710938,0.4101569444,0.72036875,0.4064888889
162,1,384.205,138.521,430.712,134.511,430.303,170.53,383.759,174.041,0.3001601563,0.8076097222,0.33649375,0.8131791667,0.3361742188,0.7631527778,0.2998117188,0.7582763889
162,2,925.847,135.393,964.697,139.49,966.359,172.204,927.354,168.834,0.7233179688,0.8119541667,0.7536695313,0.8062638889,0.7549679688,0.7608277778,0.7244953125,0.7655083333
162,3,394.408,411.419,440.323,410.62,442.744,445.333,397.826,445.502,0.30813125,0.4285847222,0.3440023438,0.4296944444,0.34589375,0.3814819444,0.3108015625,0.3812472222
162,4,924.206,394.854,962.282,392.638,959.863,424.664,921.678,427.369,0.7220359375,0.4515916667,0.7517828125,0.4546694444,0.7498929688,0.4101888889,0.7200609375,0.4064319444
163,1,384.099,138.601,430.59,134.303,430.214,170.358,383.804,174.066,0.3000773438,0.8074986111,0.3363984375,0.8134680556,0.3361046875,0.7633916667,0.299846875,0.7582416667
163,2,925.69,135.374,964.892,139.232,966.296,172.038,927.614,168.774,0.7231953125,0.8119805556,0.753821875,0.8066222222,0.75491875,0.7610583333,0.7246984375,0.7655916667
163,3,394.544,411.035,440.408,410.923,443.252,445.113,398.096,445.33,0.3082375,0.4291180556,0.34406875,0.4292736111,0.346290625,0.3817875,0.3110125,0.3814861111
163,4,924.24,394.636,962.555,392.674,959.984,424.616,922.079,427.13,0.7220625,0.4518944444,0.7519960938,0.4546194444,0.7499875,0.4102555556,0.7203742188,0.4067638889
164,1,384.052,138.494,431.201,134.296,430.903,170.257,383.9,174.051,0.300040625,0.8076472222,0.3368757813,0.8134777778,0.3366429688,0.7635319444,0.299921875,0.7582625
164,2,926.34,135.426,965.079,139.119,966.675,172.055,927.799,168.7,0.723703125,0.8119083333,0.7539679688,0.8067791667,0.7552148438,0.7610347222,0.7248429688,0.7656944444
164,3,395.054,411.172,440.672,410.734,443.73,445.282,398.302,444.884,0.3086359375,0.4289277778,0.344275,0.4295361111,0.3466640625,0.3815527778,0.3111734375,0.3821055556
164,4,924.36,394.673,962.922,392.612,960.496,424.647,922.555,427.212,0.72215625,0.4518430556,0.7522828125,0.4547055556,0.7503875,0.4102125,0.7207460938,0.40665
165,1,385.306,138.454,431.34,134.339,430.921,170.413,384.249,174.121,0.3010203125,0.8077027778,0.336984375,0.8134180556,0.3366570313,0.7633152778,0.3001945313,0.7581652778
165,2,926.784,135.446,965.4,139.229,966.791,172.112,927.83,168.501,0.72405,0.8118805556,0.75421875,0.8066263889,0.7553054688,0.7609555556,0.7248671875,0.7659708333
165,3,395.343,411.1,441.099,410.898,443.749,445.227,398.637,445.325,0.3088617188,0.4290277778,0.3446085938,0.4293083333,0.3466789063,0.3816291667,0.3114351563,0.3814930556
165,4,924.404,394.428,963.195,392.645,960.531,424.653,922.589,427.149,0.722190625,0.4521833333,0.7524960938,0.4546597222,0.7504148438,0.4102041667,0.7207726563,0.4067375
166,1,384.975,138.597,431.301,134.468,431.182,170.523,384.555,174.045,0.3007617188,0.8075041667,0.3369539063,0.8132388889,0.3368609375,0.7631625,0.3004335938,0.7582708333
166,2,926.508,135.103,965.645,139.389,966.703,172.016,928.311,168.72,0.723834375,0.8123569444,0.7544101563,0.8064041667,0.7552367188,0.7610888889,0.7252429688,0.7656666667
166,3,395.365,411.317,441.422,410.758,443.522,445.278,398.532,445.573,0.3088789063,0.4287263889,0.3448609375,0.4295027778,0.3465015625,0.3815583333,0.311353125,0.3811486111
166,4,924.724,394.79,963.219,392.504,960.505,424.605,922.494,427.237,0.722440625,0.4516805556,0.7525148438,0.4548555556,0.7503945313,0.4102708333,0.7206984375,0.4066152778
167,1,385.065,138.84,431.1,134.407,431.117,170.49,384.31,174.219,0.3008320313,0.8071666667,0.336796875,0.8133236111,0.3368101563,0.7632083333,0.3002421875,0.7580291667
167,2,926.381,135.02,965.67,139.307,966.609,171.983,928.307,168.641,0.7237351563,0.8124722222,0.7544296875,0.8065180556,0.7551632813,0.7611347222,0.7252398438,0.7657763889
167,3,395.418,411.248,441.412,410.786,443.601,445.284,398.53,445.548,0.3089203125,0.4288222222,0.344853125,0.4294638889,0.3465632813,0.38155,0.3113515625,0.3811833333
167,4,924.977,394.458,963.051,392.54,960.698,424.396,922.51,427.116,0.7226382813,0.4521416667,0.7523835938,0.4548055556,0.7505453125,0.4105611111,0.7207109375,0.4067833333
168,1,384.913,138.901,430.914,134.584,430.706,170.489,384.127,174.521,0.3007132813,0.8070819444,0.3366515625,0.8130777778,0.3364890625,0.7632097222,0.3000992188,0.7576097222
168,2,926.656,134.944,965.49,139.134,966.213,171.744,927.879,168.585,0.72395,0.8125777778,0.7542890625,0.8067583333,0.7548539063,0.7614666667,0.7249054688,0.7658541667
168,3,395.225,411.494,440.91,410.887,443.845,445.935,398.726,446.024,0.3087695313,0.4284805556,0.3444609375,0.4293236111,0.3467539063,0.3806458333,0.3115046875,0.3805222222
168,4,924.549,394.164,963.068,392.509,960.623,424.052,922.649,427.032,0.7223039063,0.45255,0.752396875,0.4548486111,0.7504867188,0.4110388889,0.7208195313,0.4069
169,1,384.054,139.299,430.784,134.674,430.503,170.567,383.896,174.526,0.3000421875,0.8065291667,0.33655,0.8129527778,0.3363304688,0.7631013889,0.29991875,0.7576027778
169,2,926.11,134.931,964.899,138.821,966.451,171.515,927.361,168.493,0.7235234375,0.8125958333,0.7538273438,0.8071930556,0.7550398438,0.7617847222,0.7245007813,0.7659819444
169,3,395.209,411.882,440.557,410.66,443.848,445.781,398.347,446.05,0.3087570313,0.4279416667,0.3441851563,0.4296388889,0.34675625,0.3808597222,0.3112085938,0.3804861111
169,4,924.444,394.052,962.585,392.469,960.645,423.865,922.473,426.81,0.722221875,0.4527055556,0.7520195313,0.4549041667,0.7505039063,0.4112986111,0.7206820313,0.4072083333
170,1,383.983,139.376,430.154,134.888,430.001,170.713,382.98,174.97,0.2999867188,0.8064222222,0.3360578125,0.8126555556,0.3359382813,0.7628986111,0.299203125,0.7569861111
170,2,925.538,134.576,964.148,138.68,966.08,171.189,926.732,168.398,0.7230765625,0.8130888889,0.753240625,0.8073888889,0.75475,0.7622375,0.724009375,0.7661138889
170,3,394.582,411.927,440.175,411.036,443.173,445.882,398.171,445.997,0.3082671875,0.4278791667,0.3438867188,0.4291166667,0.3462289063,0.3807194444,0.3110710938,0.3805597222
170,4,924.354,394.058,962.409,392.005,960.04,423.685,922.114,426.428,0.7221515625,0.4526972222,0.7518820313,0.4555486111,0.75003125,0.4115486111,0.7204015625,0.4077388889
171,1,383,139.418,430,134.825,430,170.734,383,175.06,0.29921875,0.8063638889,0.3359375,0.8127430556,0.3359375,0.7628694444,0.29921875,0.7568611111
171,2,925.363,134.553,963.814,138.098,965.45,170.949,926.233,167.899,0.7229398438,0.8131208333,0.7529796875,0.8081972222,0.7542578125,0.7625708333,0.7236195313,0.7668069444
171,3,394.317,412.076,439.931,411.015,442.812,445.73,397.669,446.209,0.3080601563,0.4276722222,0.3436960938,0.4291458333,0.345946875,0.3809305556,0.3106789063,0.3802652778
171,4,923.698,393.568,962.234,391.789,959.783,423.4,921.63,426.181,0.7216390625,0.4533777778,0.7517453125,0.4558486111,0.7498304688,0.4119444444,0.7200234375,0.4080819444
172,1,383.103,139.413,429.124,134.948,429.437,170.724,382.791,175.056,0.2992992188,0.8063708333,0.335253125,0.8125722222,0.3354976563,0.7628833333,0.2990554688,0.7568666667
172,2,924.864,134.198,963.758,138.011,965.251,170.85,926.322,167.684,0.72255,0.8136138889,0.7529359375,0.8083180556,0.7541023438,0.7627083333,0.7236890625,0.7671055556
172,3,394.206,412.343,439.721,410.917,442.985,445.848,397.788,446.076,0.3079734375,0.4273013889,0.3435320313,0.4292819444,0.3460820313,0.3807666667,0.310771875,0.38045
172,4,923.827,393.271,962.239,391.723,959.798,423.214,921.751,426.162,0.7217398438,0.4537902778,0.7517492188,0.4559402778,0.7498421875,0.4122027778,0.7201179688,0.4081083333
173,1,383.054,139.389,429.915,134.78,429.749,170.755,382.893,175.028,0.2992609375,0.8064041667,0.3358710938,0.8128055556,0.3357414063,0.7628402778,0.2991351563,0.7569055556
173,2,924.977,133.956,963.805,137.926,965.437,170.68,926.322,167.675,0.7226382813,0.81395,0.7529726563,0.8084361111,0.7542476563,0.7629444444,0.7236890625,0.7671180556
173,3,394.401,412.3,440.119,411.005,443.109,446,397.995,446,0.3081257813,0.4273611111,0.3438429688,0.4291597222,0.3461789063,0.3805555556,0.3109335938,0.3805555556
173,4,924.391,393.43,962.526,391.446,960.004,423.194,922.184,426.132,0.7221804688,0.4535694444,0.7519734375,0.456325,0.750003125,0.4122305556,0.72045625,0.40815
174,1,383,139.452,430,134.692,430,170.636,383,174.989,0.29921875,0.8063166667,0.3359375,0.8129277778,0.3359375,0.7630055556,0.29921875,0.7569597222
174,2,925.488,134.038,964.104,138.024,965.695,170.825,926.247,167.639,0.7230375,0.8138361111,0.75320625,0.8083,0.7544492188,0.7627430556,0.7236304688,0.7671680556
174,3,394.768,412.198,440.405,410.884,443.326,446,398.167,446,0.3084125,0.4275027778,0.3440664063,0.4293277778,0.3463484375,0.3805555556,0.3110679688,0.3805555556
174,4,924.488,393.423,962.562,391.732,960.543,423.579,922.39,426.109,0.72225625,0.4535791667,0.7520015625,0.4559277778,0.7504242188,0.4116958333,0.7206171875,0.4081819444
175,1,383.638,139.21,430.199,134.532,429.9,170.591,382.887,174.597,0.2997171875,0.8066527778,0.3360929688,0.81315,0.335859375,0.7630680556,0.2991304688,0.7575041667
175,2,925.365,134.193,964.618,138.207,966.233,171.074,927.392,167.693,0.7229414063,0.8136208333,0.7536078125,0.8080458333,0.7548695313,0.7623972222,0.724525,0.7670930556
175,3,394.854,411.744,440.696,410.766,443.444,445.551,398.446,446.12,0.3084796875,0.4281333333,0.34429375,0.4294916667,0.346440625,0.3811791667,0.3112859375,0.3803888889
175,4,924.39,393.972,962.686,391.674,960.615,423.505,922.417,426.335,0.7221796875,0.4528166667,0.7520984375,0.4560083333,0.7504804688,0.4117986111,0.7206382813,0.4078680556
176,1,384.095,139.012,430.267,134.386,430.053,170.453,383.753,174.441,0.3000742188,0.8069277778,0.3361460938,0.8133527778,0.3359789063,0.7632597222,0.2998070313,0.7577208333
176,2,925.849,134.57,964.678,138.123,966.356,171.148,927.292,167.796,0.7233195313,0.8130972222,0.7536546875,0.8081625,0.754965625,0.7622944444,0.724446875,0.76695
176,3,395.074,411.613,440.605,410.776,443.558,445.124,398.416,445.781,0.3086515625,0.4283152778,0.3442226563,0.4294777778,0.3465296875,0.3817722222,0.3112625,0.3808597222
176,4,924.581,393.811,962.948,391.854,960.64,423.647,922.449,426.347,0.7223289063,0.4530402778,0.752303125,0.4557583333,0.7505,0.4116013889,0.7206632813,0.4078513889
177,1,384.106,139.019,430.73,134.289,430.232,170.512,383.798,174.275,0.3000828125,0.8069180556,0.3365078125,0.8134875,0.33611875,0.7631777778,0.2998421875,0.7579513889
177,2,925.921,134.449,965.052,138.347,966.323,171.211,927.836,168.251,0.7233757813,0.8132652778,0.753946875,0.8078513889,0.7549398438,0.7622069444,0.724871875,0.7663180556
177,3,395.337,411.302,440.85,410.781,443.764,445.432,398.366,445.659,0.3088570313,0.4287472222,0.3444140625,0.4294708333,0.346690625,0.3813444444,0.3112234375,0.3810291667
177,4,924.679,394.089,963.027,392.024,960.73,423.74,922.916,426.447,0.7224054688,0.4526541667,0.7523648438,0.4555222222,0.7505703125,0.4114722222,0.721028125,0.4077125
178,1,384.056,138.944,430.805,134.389,430.33,170.494,383.896,174.32,0.30004375,0.8070222222,0.3365664063,0.8133486111,0.3361953125,0.7632027778,0.29991875,0.7578888889
178,2,926.177,134.418,965.185,138.493,966.313,171.299,927.818,168.299,0.7235757813,0.8133083333,0.7540507813,0.8076486111,0.7549320313,0.7620847222,0.7248578125,0.7662513889
178,3,395.256,411.233,441.002,410.856,443.936,445.423,398.792,446.107,0.30879375,0.4288430556,0.3445328125,0.4293666667,0.346825,0.3813569444,0.31155625,0.3804069444
178,4,924.679,394.632,963.288,391.956,960.776,423.819,922.813,426.715,0.7224054688,0.4519,0.75256875,0.4556166667,0.75060625,0.4113625,0.7209476563,0.4073402778
179,1,384,139.03,431.181,134.244,430.811,170.518,384,174.258,0.3,0.8069027778,0.3368601563,0.81355,0.3365710938,0.7631694444,0.3,0.757975
179,2,926.318,134.418,965.309,138.79,966.559,171.373,928.02,168.362,0.7236859375,0.8133083333,0.7541476563,0.8072361111,0.7551242188,0.7619819444,0.725015625,0.7661638889
179,3,395.356,411.19,441.095,410.936,443.816,445.75,398.689,446.083,0.308871875,0.4289027778,0.3446054688,0.4292555556,0.34673125,0.3809027778,0.3114757813,0.3804402778
179,4,925.189,394.246,963.3,392.203,960.758,423.885,922.941,426.74,0.7228039063,0.4524361111,0.752578125,0.4552736111,0.7505921875,0.4112708333,0.7210476563,0.4073055556
180,1,384.968,138.974,431.152,134.402,431.006,170.59,383.756,174.36,0.30075625,0.8069805556,0.3368375,0.8133305556,0.3367234375,0.7630694444,0.299809375,0.7578333333
180,2,926.771,134.899,965.721,138.852,966.712,171.448,928.328,168.425,0.7240398438,0.8126402778,0.7544695313,0.80715,0.75524375,0.7618777778,0.72525625,0.7660763889
180,3,395.568,411.083,441.382,410.956,443.967,445.566,398.8,446.159,0.3090375,0.4290513889,0.3448296875,0.4292277778,0.3468492188,0.3811583333,0.3115625,0.3803347222
180,4,925.147,394.197,963.457,392.39,960.872,423.941,923.093,426.876,0.7227710938,0.4525041667,0.7527007813,0.4550138889,0.75068125,0.4111930556,0.7211664063,0.4071166667
181,1,385.077,138.82,431.069,134.469,431.205,170.497,384.136,174.28,0.3008414063,0.8071944444,0.3367726563,0.8132375,0.3368789063,0.7631986111,0.30010625,0.7579444444
181,2,926.609,134.601,965.41,138.851,967.066,171.407,928.26,168.466,0.7239132813,0.8130541667,0.7542265625,0.8071513889,0.7555203125,0.7619347222,0.725203125,0.7660194444
181,3,395.639,411.518,441.443,410.654,444.131,445.299,398.686,445.41,0.3090929688,0.4284472222,0.3448773438,0.4296472222,0.3469773438,0.3815291667,0.3114734375,0.381375
181,4,925.282,394.179,963.468,392.203,960.919,423.804,923.094,426.747,0.7228765625,0.4525291667,0.752709375,0.4552736111,0.7507179688,0.4113833333,0.7211671875,0.4072958333
182,1,384.751,138.786,431.108,134.446,431.108,170.433,383.866,174.333,0.3005867188,0.8072416667,0.336803125,0.8132694444,0.336803125,0.7632875,0.2998953125,0.7578708333
182,2,926.535,134.755,965.355,138.504,966.802,171.379,928.025,168.271,0.7238554688,0.8128402778,0.7541835938,0.8076333333,0.7553140625,0.7619736111,0.7250195313,0.7662902778
182,3,395.54,411.412,441.349,410.702,443.835,445.314,398.497,445.691,0.309015625,0.4285944444,0.3448039063,0.4295805556,0.3467460938,0.3815083333,0.3113257813,0.3809847222
182,4,924.543,394.229,963.185,392.031,960.828,423.804,922.913,426.667,0.7222992188,0.4524597222,0.7524882813,0.4555125,0.750646875,0.4113833333,0.7210257813,0.4074069444
183,1,384.107,138.968,430.99,134.314,430.458,170.513,383.797,174.34,0.3000835938,0.8069888889,0.3367109375,0.8134527778,0.3362953125,0.7631763889,0.2998414063,0.7578611111
183,2,926.092,134.564,965.055,138.421,966.328,171.364,927.452,168.059,0.723509375,0.8131055556,0.7539492188,0.8077486111,0.75494375,0.7619944444,0.724571875,0.7665847222
183,3,394.981,411.265,440.684,410.76,443.738,445.249,398.346,445.672,0.3085789063,0.4287986111,0.344284375,0.4295,0.3466703125,0.3815986111,0.3112078125,0.3810111111
183,4,924.444,393.855,962.757,391.895,960.531,423.617,922.426,426.386,0.722221875,0.4529791667,0.7521539063,0.4557013889,0.7504148438,0.4116430556,0.7206453125,0.4077972222
184,1,384.241,138.807,430.156,134.336,430.002,170.584,383.21,174.092,0.3001882813,0.8072125,0.336059375,0.8134222222,0.3359390625,0.7630777778,0.2993828125,0.7582055556
184,2,925.586,134.4,964.509,138.324,966.304,171.257,927.205,167.932,0.7231140625,0.8133333333,0.7535226563,0.8078833333,0.754925,0.7621430556,0.7243789063,0.7667611111
184,3,394.726,411,440.338,411,443.226,445.416,398.158,446.105,0.3083796875,0.4291666667,0.3440140625,0.4291666667,0.3462703125,0.3813666667,0.3110609375,0.3804097222
184,4,924.503,393.882,962.695,391.902,960.073,423.634,922.168,426.368,0.7222679688,0.4529416667,0.7521054688,0.4556916667,0.7500570313,0.4116194444,0.72044375,0.4078222222
185,1,383.936,138.94,430.201,134.271,429.9,170.597,383.162,174.133,0.29995,0.8070277778,0.3360945313,0.8135125,0.335859375,0.7630597222,0.2993453125,0.7581486111
185,2,925.359,134.344,964.573,138.402,966.203,171.357,927.451,167.976,0.7229367188,0.8134111111,0.7535726563,0.807775,0.7548460938,0.7620041667,0.7245710938,0.7667
185,3,394.559,411.203,440.317,410.78,443.241,445.254,398.166,445.538,0.3082492188,0.4288847222,0.3439976563,0.4294722222,0.3462820313,0.3815916667,0.3110671875,0.3811972222
185,4,924.469,393.782,962.441,392.022,960.364,423.572,921.971,426.425,0.7222414063,0.4530805556,0.7519070313,0.455525,0.750284375,0.4117055556,0.7202898438,0.4077430556
186,1,384.108,138.853,430.29,134.372,430.211,170.453,383.799,174.168,0.300084375,0.8071486111,0.3361640625,0.8133722222,0.3361023438,0.7632597222,0.2998429688,0.7581
186,2,925.494,134.427,964.748,138.416,966.341,171.196,927.512,168.243,0.7230421875,0.8132958333,0.753709375,0.8077555556,0.7549539063,0.7622277778,0.72461875,0.7663291667
186,3,394.953,411.037,440.67,410.921,443.459,445.257,398.34,445.577,0.3085570313,0.4291152778,0.3442734375,0.4292763889,0.3464523438,0.3815875,0.311203125,0.3811430556
186,4,924.44,394.118,962.638,391.976,960.499,423.771,922.499,426.387,0.72221875,0.4526138889,0.7520609375,0.4555888889,0.7503898438,0.4114291667,0.7207023438,0.4077958333
187,1,384.204,138.646,430.559,134.506,430.466,170.391,383.758,174.13,0.300159375,0.8074361111,0.3363742188,0.8131861111,0.3363015625,0.7633458333,0.2998109375,0.7581527778
187,2,925.755,134.618,964.791,138.694,966.361,171.314,927.672,168.33,0.7232460938,0.8130305556,0.7537429688,0.8073694444,0.7549695313,0.7620638889,0.72474375,0.7662083333
187,3,394.866,411.661,440.267,410.698,443.526,445.395,398.252,445.521,0.3084890625,0.4282486111,0.3439585938,0.4295861111,0.3465046875,0.3813958333,0.311134375,0.3812208333
187,4,924.511,394.156,962.686,392.193,960.556,423.86,922.407,426.774,0.7222742188,0.4525611111,0.7520984375,0.4552875,0.750434375,0.4113055556,0.7206304688,0.4072583333
188,1,384.059,138.634,430.499,134.324,430.363,170.402,383.89,174.032,0.3000460938,0.8074527778,0.3363273438,0.8134388889,0.3362210938,0.7633305556,0.2999140625,0.7582888889
188,2,925.921,134.588,964.726,138.72,966.328,171.385,927.737,168.361,0.7233757813,0.8130722222,0.7536921875,0.8073333333,0.75494375,0.7619652778,0.7247945313,0.7661652778
188,3,394.933,411.076,440.538,410.834,443.517,445.144,398.42,445.917,0.3085414063,0.4290611111,0.3441703125,0.4293972222,0.3464976563,0.3817444444,0.311265625,0.3806708333
188,4,924.442,394.107,962.65,392.197,960.334,423.875,922.37,426.567,0.7222203125,0.4526291667,0.7520703125,0.4552819444,0.7502609375,0.4112847222,0.7206015625,0.4075458333
189,1,384.149,138.522,430.637,134.394,430.495,170.385,383.863,173.956,0.3001164063,0.8076083333,0.3364351563,0.8133416667,0.3363242188,0.7633541667,0.2998929688,0.7583944444
189,2,926.616,134.698,965.215,138.777,966.305,171.38,927.733,168.395,0.72391875,0.8129194444,0.7540742188,0.8072541667,0.7549257813,0.7619722222,0.7247914063,0.7661180556
189,3,395.295,411.064,441.093,411.094,443.705,445.059,398.45,445.399,0.3088242188,0.4290777778,0.3446039063,0.4290361111,0.3466445313,0.3818625,0.3112890625,0.3813902778
189,4,924.763,394.11,962.935,392.109,960.687,423.815,922.531,426.695,0.7224710938,0.452625,0.7522929688,0.4554041667,0.7505367188,0.4113680556,0.7207273438,0.4073680556
190,1,384.924,138.768,430.806,134.449,430.836,170.447,383.916,174.064,0.300721875,0.8072666667,0.3365671875,0.8132652778,0.336590625,0.7632680556,0.299934375,0.7582444444
190,2,926.617,134.818,965.102,138.581,966.896,171.462,928.239,168.418,0.7239195313,0.8127527778,0.7539859375,0.8075263889,0.7553875,0.7618583333,0.7251867188,0.7660861111
190,3,395.399,411.245,441.482,410.756,443.792,445.008,398.815,445.542,0.3089054688,0.4288263889,0.3449078125,0.4295055556,0.3467125,0.3819333333,0.3115742188,0.3811916667
190,4,924.981,394.094,963.196,392.271,960.906,423.914,922.859,426.649,0.7226414063,0.4526472222,0.752496875,0.4551791667,0.7507078125,0.4112305556,0.7209835938,0.4074319444
191,1,384.983,138.791,431.286,134.46,431.026,170.583,384.437,174.247,0.3007679688,0.8072347222,0.3369421875,0.81325,0.3367390625,0.7630791667,0.3003414063,0.7579902778
191,2,926.731,134.615,965.363,138.845,967.052,171.345,928.201,168.463,0.7240085938,0.8130347222,0.7541898438,0.8071597222,0.755509375,0.7620208333,0.7251570313,0.7660236111
191,3,395.359,411.285,441.487,410.618,444.191,445.233,399.349,445.446,0.3088742188,0.4287708333,0.3449117188,0.4296972222,0.3470242188,0.3816208333,0.3119914063,0.381325
191,4,925.321,394.07,963.523,392.144,961.092,423.799,923.025,426.473,0.7229070313,0.4526805556,0.7527523438,0.4553555556,0.750853125,0.4113902778,0.7211132813,0.4076763889
192,1,385.098,138.699,431.608,134.316,431.359,170.502,384.803,174.274,0.3008578125,0.8073625,0.33719375,0.81345,0.3369992188,0.7631916667,0.3006273438,0.7579527778
192,2,926.867,134.41,965.603,138.409,967.207,171.279,928.208,167.889,0.7241148438,0.8133194444,0.7543773438,0.8077652778,0.7556304688,0.7621125,0.7251625,0.7668208333
192,3,395.922,411.078,441.747,410.839,444.543,444.992,399.418,445.23,0.3093140625,0.4290583333,0.3451148438,0.4293902778,0.3472992188,0.3819555556,0.3120453125,0.381625
192,4,925.901,393.391,963.758,391.985,961.64,423.464,923.235,426.154,0.7233601563,0.4536236111,0.7529359375,0.4555763889,0.75128125,0.4118555556,0.7212773438,0.4081194444
193,1,385.051,138.65,432,134.258,432,170.435,384.9,174.157,0.3008210938,0.8074305556,0.3375,0.8135305556,0.3375,0.7632847222,0.300703125,0.7581152778
193,2,927.383,134.113,965.82,138.221,967.449,170.916,928.232,167.623,0.7245179688,0.8137319444,0.754546875,0.8080263889,0.7558195313,0.7626166667,0.72518125,0.7671902778
193,3,396.329,411,441.882,411,445.101,444.993,399.882,445.189,0.3096320313,0.4291666667,0.3452203125,0.4291666667,0.3477351563,0.3819541667,0.3124078125,0.3816819444
193,4,926.33,393.409,964.256,391.512,961.799,423.201,923.831,426.06,0.7236953125,0.4535986111,0.753325,0.4562333333,0.7514054688,0.4122208333,0.7217429688,0.40825
194,1,385.158,138.509,432,134.332,432,170.151,384.851,174.412,0.3009046875,0.8076263889,0.3375,0.8134277778,0.3375,0.7636791667,0.3006648438,0.7577611111
194,2,927.288,133.988,966.024,137.949,967.458,170.69,928.429,167.622,0.72444375,0.8139055556,0.75470625,0.8084041667,0.7558265625,0.7629305556,0.7253351563,0.7671916667
194,3,396.539,410.997,442.325,411.003,445.099,445.168,399.914,445.226,0.3097960938,0.4291708333,0.3455664063,0.4291625,0.3477335938,0.3817111111,0.3124328125,0.3816305556
194,4,926.265,393.395,964.306,391.418,962.088,423.098,923.866,425.829,0.7236445313,0.4536180556,0.7533640625,0.4563638889,0.75163125,0.4123638889,0.7217703125,0.4085708333
195,1,385.056,138.898,432,134.222,432,170.46,384.896,174.382,0.300825,0.8070861111,0.3375,0.8135805556,0.3375,0.76325,0.3007,0.7578027778
195,2,927.282,133.804,965.725,137.734,967.506,170.608,928.263,167.494,0.7244390625,0.8141611111,0.7544726563,0.8087027778,0.7558640625,0.7630444444,0.7252054688,0.7673694444
195,3,396.242,411,441.968,411,444.914,445.367,399.787,446.152,0.3095640625,0.4291666667,0.3452875,0.4291666667,0.3475890625,0.3814347222,0.3123335938,0.3803444444
195,4,926.321,393.318,964.282,391.17,961.824,422.872,923.858,425.917,0.7236882813,0.453725,0.7533453125,0.4567083333,0.751425,0.4126777778,0.7217640625,0.4084486111
