Frame No,Marker No.,Top Left,,Top Right,,Bottom Right,,Bottom Left,,Top Left,,Top Right,,Bottom Right,,Bottom Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
79,4,836.24,358.285,878.452,357.233,876.766,388.905,835.473,391.04,0.6533125,0.5023819444,0.686290625,0.5038430556,0.6849734375,0.4598541667,0.6527132813,0.4568888889
80,1,325,128.523,364,122.634,364,154.671,325,159.715,0.25390625,0.8214958333,0.284375,0.829675,0.284375,0.7851791667,0.25390625,0.7781736111
80,2,833.36,101.859,875.738,104.356,877.543,136.891,834.235,134.59,0.6510625,0.8585291667,0.6841703125,0.8550611111,0.6855804688,0.8098736111,0.6517460938,0.8130694444
80,3,337.199,371.09,375.596,370.802,378.439,401.954,340.662,402.107,0.2634367188,0.4845972222,0.293434375,0.4849972222,0.2956554688,0.4417305556,0.2661421875,0.4415180556
80,4,836.031,358.279,878.107,356.907,876.673,388.819,834.789,390.876,0.6531492188,0.5023902778,0.6860210938,0.5042958333,0.6849007813,0.4599736111,0.6521789063,0.4571166667
81,1,325.122,128.567,364.111,122.843,363.941,154.682,324.945,159.718,0.2540015625,0.8214347222,0.2844617188,0.8293847222,0.2843289063,0.7851638889,0.2538632813,0.7781694444
81,2,833.359,101.843,875.621,104.332,877.736,136.968,834.236,134.613,0.6510617188,0.8585513889,0.6840789063,0.8550944444,0.68573125,0.8097666667,0.651746875,0.8130375
81,3,337.36,371.096,375.653,370.809,378.906,401.952,341.061,402.105,0.2635625,0.4845888889,0.2934789063,0.4849875,0.2960203125,0.4417333333,0.2664539063,0.4415208333
81,4,836.239,358.295,878.477,357.127,876.878,388.861,835.475,390.982,0.6533117188,0.5023680556,0.6863101563,0.5039902778,0.6850609375,0.4599152778,0.6527148438,0.4569694444
82,1,326.111,128.457,364.867,123.02,364.572,154.581,325.785,159.908,0.2547742188,0.8215875,0.2850523438,0.8291388889,0.284821875,0.7853041667,0.2545195313,0.7779055556
82,2,833.748,101.917,876.64,104.457,878.285,137.066,835.333,134.629,0.651365625,0.8584486111,0.684875,0.8549208333,0.6861601563,0.8096305556,0.6526039063,0.8130152778
82,3,338.408,371.151,376.635,370.788,380.111,401.926,341.957,402.131,0.26438125,0.4845125,0.2942460938,0.4850166667,0.2969617188,0.4417694444,0.2671539063,0.4414847222
82,4,837.291,358.26,879.471,357.304,877.649,388.856,836.305,391.057,0.6541335938,0.5024166667,0.6870867188,0.5037444444,0.6856632813,0.4599222222,0.6533632813,0.4568652778
83,1,326.947,128.586,366.118,123.201,365.939,154.662,327.113,159.954,0.2554273438,0.8214083333,0.2860296875,0.8288875,0.2858898438,0.7851916667,0.2555570313,0.7778416667
83,2,835.438,102.096,877.654,104.85,879.63,137.326,836.465,134.756,0.6526859375,0.8582,0.6856671875,0.854375,0.6872109375,0.8092694444,0.6534882813,0.8128388889
83,3,339.598,371.347,377.892,370.692,381.407,402.189,343.255,401.903,0.2653109375,0.4842402778,0.295228125,0.48515,0.2979742188,0.4414041667,0.2681679688,0.4418013889
83,4,838.203,358.795,880.421,357.418,879.62,389.379,837.866,391.107,0.6548460938,0.5016736111,0.6878289063,0.5035861111,0.687203125,0.4591958333,0.6545828125,0.4567958333
84,1,328.783,128.386,367.448,123.406,367.814,154.64,328.841,159.961,0.2568617188,0.8216861111,0.28706875,0.8286027778,0.2873546875,0.7852222222,0.2569070313,0.7778319444
84,2,836.789,102.459,879.154,105.087,880.611,137.206,837.827,135.063,0.6537414063,0.8576958333,0.6868390625,0.8540458333,0.6879773438,0.8094361111,0.6545523438,0.8124125
84,3,340.851,371.733,379.221,370.504,382.492,402.14,344.226,402.267,0.2662898438,0.4837041667,0.2962664063,0.4854111111,0.298821875,0.4414722222,0.2689265625,0.4412958333
84,4,839.624,358.878,881.725,358.152,880.309,389.789,838.98,391.343,0.65595625,0.5015583333,0.6888476563,0.5025666667,0.6877414063,0.4586263889,0.655453125,0.4564680556
85,1,329.069,129.044,368.114,123.323,367.944,155.202,329.057,160.385,0.2570851563,0.8207722222,0.2875890625,0.8287180556,0.28745625,0.7844416667,0.2570757813,0.7772430556
85,2,837.547,102.872,879.739,105.402,881.669,137.841,838.183,135.693,0.6543335938,0.8571222222,0.6872960938,0.8536083333,0.6888039063,0.8085541667,0.6548304688,0.8115375
85,3,341.511,372.218,379.514,370.969,382.966,403,344.636,403,0.2668054688,0.4830305556,0.2964953125,0.4847652778,0.2991921875,0.4402777778,0.269246875,0.4402777778
85,4,840.287,359.08,882.372,358.831,880.76,390.466,839.025,391.91,0.6564742188,0.5012777778,0.689353125,0.5016236111,0.68809375,0.4576861111,0.6554882813,0.4556805556
86,1,329.25,129.611,368.224,124.325,367.897,156.207,328.894,161.125,0.2572265625,0.8199847222,0.287675,0.8273263889,0.2874195313,0.7830458333,0.2569484375,0.7762152778
86,2,837.592,103.873,879.844,106.217,881.783,138.635,838.314,136.595,0.65436875,0.8557319444,0.687378125,0.8524763889,0.6888929688,0.8074513889,0.6549328125,0.8102847222
86,3,341.354,373.098,379.748,371.893,382.971,403.198,344.839,402.898,0.2666828125,0.4818083333,0.296678125,0.4834819444,0.2991960938,0.4400027778,0.2694054688,0.4404194444
86,4,840.314,360.193,882.271,358.704,880.879,390.728,839.25,392.354,0.6564953125,0.4997319444,0.6892742188,0.5018,0.6881867188,0.4573222222,0.6556640625,0.4550638889
87,1,329.241,129.688,368.126,124.362,367.942,156.242,328.907,161.145,0.2572195313,0.8198777778,0.2875984375,0.827275,0.2874546875,0.7829972222,0.2569585938,0.7761875
87,2,837.426,103.667,879.736,106.217,881.761,138.45,838.377,136.604,0.6542390625,0.8560180556,0.68729375,0.8524763889,0.6888757813,0.8077083333,0.6549820313,0.8102722222
87,3,341.501,373.006,379.652,371.937,382.937,403.317,344.826,404.13,0.2667976563,0.4819361111,0.296603125,0.4834208333,0.2991695313,0.4398375,0.2693953125,0.4387083333
87,4,840.35,360.096,882.394,358.634,880.712,390.734,839.045,392.362,0.6565234375,0.4998666667,0.6893703125,0.5018972222,0.68805625,0.4573138889,0.6555039063,0.4550527778
88,1,329.058,130.533,368.331,125.191,367.61,156.789,328.89,161.958,0.2570765625,0.8187041667,0.2877585938,0.8261236111,0.2871953125,0.7822375,0.2569453125,0.7750583333
88,2,836.841,104.28,879.696,106.811,881.169,139.344,838.32,137.076,0.6537820313,0.8551666667,0.6872625,0.8516513889,0.6884132813,0.8064666667,0.6549375,0.8096166667
88,3,341.276,373.382,379.734,372.718,381.979,404.235,344.309,404.334,0.266621875,0.4814138889,0.2966671875,0.4823361111,0.2984210938,0.4385625,0.2689914063,0.438425
88,4,839.62,360.996,881.873,359.462,880.38,391.618,838.75,393.376,0.655953125,0.4986166667,0.6889632813,0.5007472222,0.687796875,0.4560861111,0.6552734375,0.4536444444
89,1,329.118,131.066,367.297,125.54,366.951,157.358,328.775,162.307,0.2571234375,0.8179638889,0.2869507813,0.8256388889,0.2866804688,0.7814472222,0.2568554688,0.7745736111
89,2,836.51,104.756,879.099,107.115,880.449,139.693,837.754,137.446,0.6535234375,0.8545055556,0.6867960938,0.8512291667,0.6878507813,0.8059819444,0.6544953125,0.8091027778
89,3,340.679,374.244,379.105,372.726,382.151,405,344.139,405,0.2661554688,0.4802166667,0.2961757813,0.482325,0.2985554688,0.4375,0.2688585938,0.4375
89,4,839.274,361.047,881.494,359.625,879.762,391.803,838.156,393.42,0.6556828125,0.4985458333,0.6886671875,0.5005208333,0.6873140625,0.4558291667,0.654809375,0.4535833333
90,1,328,131.317,367.121,125.631,366.94,157.581,328,162.532,0.25625,0.8176152778,0.2868132813,0.8255125,0.286671875,0.7811375,0.25625,0.7742611111
90,2,835.529,104.485,878.452,107.175,880.375,139.498,837.309,137.674,0.6527570313,0.8548819444,0.686290625,0.8511458333,0.6877929688,0.8062527778,0.6541476563,0.8087861111
90,3,340.205,374.528,378.255,372.704,382.006,404.83,343.867,405.072,0.2657851563,0.4798222222,0.2955117188,0.4823555556,0.2984421875,0.4377361111,0.2686460938,0.4374
90,4,838.93,361.146,880.447,359.659,879.823,391.517,837.556,393.489,0.6554140625,0.4984083333,0.6878492188,0.5004736111,0.6873617188,0.4562263889,0.654340625,0.4534875
91,1,328.063,131.194,366.421,125.347,365.992,157.477,327.874,162.438,0.2562992188,0.8177861111,0.2862664063,0.8259069444,0.28593125,0.7812819444,0.2561515625,0.7743916667
91,2,835.781,104.545,878.15,106.765,879.445,139.046,836.395,137.223,0.6529539063,0.8547986111,0.6860546875,0.8517152778,0.6870664063,0.8068805556,0.6534335938,0.8094125
91,3,340.106,374.141,378.398,372.723,381.576,404.852,343.403,404.945,0.2657078125,0.4803597222,0.2956234375,0.4823291667,0.29810625,0.4377055556,0.2682835938,0.4375763889
91,4,838.221,360.327,880.229,359.337,879.882,390.873,837.726,393.189,0.6548601563,0.4995458333,0.6876789063,0.5009208333,0.6874078125,0.4571208333,0.6544734375,0.4539041667
92,1,328.101,130.926,366.123,125.384,366.303,157.045,327.783,161.999,0.2563289063,0.8181583333,0.2860335938,0.8258555556,0.2861742188,0.7818819444,0.2560804688,0.7750013889
92,2,835.496,104.213,877.943,106.661,879.597,139.132,836.353,136.672,0.65273125,0.8552597222,0.6858929688,0.8518597222,0.6871851563,0.8067611111,0.6534007813,0.8101777778
92,3,339.972,373.449,378.126,372.908,381.574,404.21,343.558,405.263,0.265603125,0.4813208333,0.2954109375,0.4820722222,0.2981046875,0.4385972222,0.2684046875,0.4371347222
92,4,838.266,360.422,880.383,359.423,879.716,390.787,837.622,393.099,0.6548953125,0.4994138889,0.6877992188,0.5008013889,0.687278125,0.4572402778,0.6543921875,0.4540291667
93,1,328.186,131.081,366.468,125.371,366.655,157.303,327.822,162.264,0.2563953125,0.8179430556,0.286303125,0.8258736111,0.2864492188,0.7815236111,0.2561109375,0.7746333333
93,2,835.568,104.315,878.362,106.83,880.134,139.371,837.171,136.706,0.6527875,0.8551180556,0.6862203125,0.851625,0.6876046875,0.8064291667,0.6540398438,0.8101305556
93,3,340.276,373.73,378.685,372.671,381.841,404.359,343.816,404.979,0.265840625,0.4809305556,0.2958476563,0.4824013889,0.2983132813,0.4383902778,0.26860625,0.4375291667
93,4,839.275,360.767,880.586,359.501,879.754,391.419,837.877,393.28,0.6556835938,0.4989347222,0.6879578125,0.5006930556,0.6873078125,0.4563625,0.6545914063,0.4537777778
94,1,328.081,131.408,366.802,125.381,366.828,157.598,327.985,162.183,0.2563132813,0.8174888889,0.2865640625,0.8258597222,0.286584375,0.7811138889,0.2562382813,0.7747458333
94,2,835.799,104.469,878.78,107.223,880.404,139.417,837.448,137.579,0.6529679688,0.8549041667,0.686546875,0.8510791667,0.687815625,0.8063652778,0.65425625,0.8089180556
94,3,340.378,374.12,378.846,372.812,382.121,404.939,344.2,405.01,0.2659203125,0.4803888889,0.2959734375,0.4822055556,0.2985320313,0.4375847222,0.26890625,0.4374861111
94,4,839.298,361.194,881.171,359.626,879.622,391.767,837.955,393.384,0.6557015625,0.4983416667,0.6884148438,0.5005194444,0.6872046875,0.4558791667,0.6546523438,0.4536333333
95,1,328.877,131.101,367.122,125.566,366.94,157.52,328.218,162.38,0.2569351563,0.8179152778,0.2868140625,0.8256027778,0.286671875,0.7812222222,0.2564203125,0.7744722222
95,2,835.963,104.702,878.874,107.366,880.451,139.693,837.483,137.758,0.6530960938,0.8545805556,0.6866203125,0.8508805556,0.6878523438,0.8059819444,0.6542835938,0.8086694444
95,3,340.555,374.93,378.775,372.532,382.222,404.861,344.058,405.037,0.2660585938,0.4792638889,0.2959179688,0.4825944444,0.2986109375,0.4376930556,0.2687953125,0.4374486111
95,4,839.31,361.304,881.299,360.074,879.607,391.864,838.241,393.613,0.6557109375,0.4981888889,0.6885148438,0.4998972222,0.6871929688,0.4557444444,0.6548757813,0.4533152778
96,1,328.089,131.342,367.145,125.6,367.284,157.552,328.164,162.338,0.2563195313,0.8175805556,0.2868320313,0.8255555556,0.286940625,0.7811777778,0.256378125,0.7745305556
96,2,836.02,104.967,878.941,107.444,880.324,139.787,837.67,137.6,0.653140625,0.8542125,0.6866726563,0.8507722222,0.687753125,0.8058513889,0.6544296875,0.8088888889
96,3,340.517,374.105,378.653,372.836,381.988,404.923,343.81,405.028,0.2660289063,0.4804097222,0.2958226563,0.4821722222,0.298428125,0.4376069444,0.2686015625,0.4374611111
96,4,839.245,361.032,881.168,360.495,879.682,391.995,837.718,393.491,0.6556601563,0.4985666667,0.6884125,0.4993125,0.6872515625,0.4555625,0.6544671875,0.4534847222
97,1,328.418,130.74,367.065,125.444,367.065,157.201,327.862,162.055,0.2565765625,0.8184166667,0.2867695313,0.8257722222,0.2867695313,0.7816652778,0.2561421875,0.7749236111
97,2,835.846,104.654,878.92,107.271,880.45,139.501,837.532,137.683,0.6530046875,0.8546472222,0.68665625,0.8510125,0.6878515625,0.8062486111,0.654321875,0.8087736111
97,3,340.375,373.328,378.659,372.721,381.911,404.101,343.748,403.946,0.2659179688,0.4814888889,0.2958273438,0.4823319444,0.2983679688,0.4387486111,0.268553125,0.4389638889
97,4,839.157,360.986,881.222,359.699,879.549,391.786,837.811,393.372,0.6555914063,0.4986305556,0.6884546875,0.5004180556,0.6871476563,0.4558527778,0.6545398438,0.45365
98,1,328.392,130.386,366.864,124.893,367.342,156.714,328.115,161.785,0.25655625,0.8189083333,0.2866125,0.8265375,0.2869859375,0.7823416667,0.2563398438,0.7752986111
98,2,835.941,104.5,878.913,107.113,880.449,139.486,837.698,137.474,0.6530789063,0.8548611111,0.6866507813,0.8512319444,0.6878507813,0.8062694444,0.6544515625,0.8090638889
98,3,340.306,373.089,378.639,372.802,381.859,404,343.503,404,0.2658640625,0.4818208333,0.2958117188,0.4822194444,0.2983273438,0.4388888889,0.2683617188,0.4388888889
98,4,838.843,360.948,880.903,359.712,879.651,391.721,837.815,393.338,0.6553460938,0.4986833333,0.6882054688,0.5004,0.6872273438,0.4559430556,0.6545429688,0.4536972222
99,1,328.723,130.407,367.073,124.648,367.046,156.573,328.027,161.785,0.2568148438,0.8188791667,0.2867757813,0.8268777778,0.2867546875,0.7825375,0.2562710938,0.7752986111
99,2,836.087,104.63,879.106,107.277,880.449,139.695,837.626,137.395,0.6531929688,0.8546805556,0.6868015625,0.8510041667,0.6878507813,0.8059791667,0.6543953125,0.8091736111
99,3,340.134,373.09,378.575,372.802,381.732,404,343.476,404,0.2657296875,0.4818194444,0.2957617188,0.4822194444,0.298228125,0.4388888889,0.268340625,0.4388888889
99,4,838.654,361.121,880.249,360.262,879.913,392.128,837.695,393.372,0.6551984375,0.4984430556,0.6876945313,0.4996361111,0.6874320313,0.4553777778,0.6544492188,0.45365
100,1,329.129,130.425,367.856,124.522,367.653,156.537,328.767,161.385,0.2571320313,0.8188541667,0.2873875,0.8270527778,0.2872289063,0.7825875,0.2568492188,0.7758541667
100,2,836.431,105.169,879.341,107.437,880.595,140.057,837.824,137.73,0.6534617188,0.8539319444,0.6869851563,0.8507819444,0.6879648438,0.8054763889,0.65455,0.8087083333
100,3,340.268,373.128,378.633,372.708,381.724,404,343.652,404,0.265834375,0.4817666667,0.2958070313,0.48235,0.298221875,0.4388888889,0.268478125,0.4388888889
100,4,839.226,361.067,881.048,360.83,879.674,392.693,837.704,393.599,0.6556453125,0.4985180556,0.68831875,0.4988472222,0.6872453125,0.4545930556,0.65445625,0.4533347222
101,1,329.061,130.284,367.996,124.372,367.942,156.485,328.884,161.487,0.2570789063,0.81905,0.287496875,0.8272611111,0.2874546875,0.7826597222,0.256940625,0.7757125
101,2,836.863,104.989,879.593,107.48,881.012,139.879,838.355,137.814,0.6537992188,0.8541819444,0.6871820313,0.8507222222,0.688290625,0.8057236111,0.6549648438,0.8085916667
101,3,340.401,373.086,378.844,372.812,382.016,403.878,343.945,404.02,0.2659382813,0.481825,0.295971875,0.4822055556,0.29845,0.4390583333,0.2687070313,0.4388611111
101,4,839.241,361.213,881.376,360.45,879.696,392.37,838.484,393.559,0.6556570313,0.4983152778,0.688575,0.499375,0.6872625,0.4550416667,0.655065625,0.4533902778
102,1,329.062,130.021,367.836,124.344,367.986,156.376,328.885,161.24,0.2570796875,0.8194152778,0.287371875,0.8273,0.2874890625,0.7828111111,0.2569414063,0.7760555556
102,2,836.833,104.792,879.645,107.341,880.943,139.717,838.431,137.772,0.6537757813,0.8544555556,0.6872226563,0.8509152778,0.6882367188,0.8059486111,0.6550242188,0.80865
102,3,340.508,373.19,378.559,372.535,381.819,404,343.51,404,0.266021875,0.4816805556,0.2957492188,0.4825902778,0.2982960938,0.4388888889,0.2683671875,0.4388888889
102,4,839.287,361.134,881.251,360.532,879.632,392.318,838.273,393.411,0.6556929688,0.498425,0.6884773438,0.4992611111,0.6872125,0.4551138889,0.6549007813,0.4535958333
103,1,328.624,129.854,367.21,124.268,366.794,156.369,328.039,161.107,0.2567375,0.8196472222,0.2868828125,0.8274055556,0.2865578125,0.7828208333,0.2562804688,0.7762402778
103,2,836.574,104.588,879.547,107.314,880.292,139.611,837.862,137.519,0.6535734375,0.8547388889,0.6871460938,0.8509527778,0.687728125,0.8060958333,0.6545796875,0.8090013889
103,3,339.661,372.769,378.181,373.099,381.206,403.257,343.141,403.591,0.2653601563,0.4822652778,0.2954539063,0.4818069444,0.2978171875,0.4399208333,0.2680789063,0.4394569444
103,4,838.7,361.197,880.232,360.08,879.882,391.946,837.59,393.421,0.655234375,0.4983375,0.68768125,0.4998888889,0.6874078125,0.4556305556,0.6543671875,0.4535819444
104,1,328.115,129.373,366.576,123.861,366.384,155.802,327.771,160.64,0.2563398438,0.8203152778,0.2863875,0.8279708333,0.2862375,0.7836083333,0.2560710938,0.7768888889
104,2,835.869,104.427,878.773,107.084,880.412,139.568,837.307,137.226,0.6530226563,0.8549625,0.6865414063,0.8512722222,0.687821875,0.8061555556,0.6541460938,0.8094083333
104,3,339.122,372.344,377.521,371.644,380.684,403.191,342.371,402.904,0.2649390625,0.4828555556,0.2949382813,0.4838277778,0.297409375,0.4400125,0.2674773438,0.4404111111
104,4,838.27,361.127,880.411,359.747,878.752,391.735,837.28,393.204,0.6548984375,0.4984347222,0.6878210938,0.5003513889,0.686525,0.4559236111,0.654125,0.4538833333
105,1,328.174,128.998,366.281,123.344,365.953,155.297,327.644,160.285,0.2563859375,0.8208361111,0.2861570313,0.8286888889,0.2859007813,0.7843097222,0.255971875,0.7773819444
105,2,835.896,104.184,878.704,106.918,880.338,139.297,837.31,136.776,0.65304375,0.8553,0.6864875,0.8515027778,0.6877640625,0.8065319444,0.6541484375,0.8100333333
105,3,338.904,372.215,377.5,371.004,380.274,403,342.307,403,0.26476875,0.4830347222,0.294921875,0.4847166667,0.2970890625,0.4402777778,0.2674273438,0.4402777778
105,4,838.366,360.924,880.256,359.695,878.841,391.532,836.967,393.181,0.6549734375,0.4987166667,0.6877,0.5004236111,0.6865945313,0.4562055556,0.6538804688,0.4539152778
106,1,328.06,128.406,366.669,123.21,366.299,154.884,327.882,159.821,0.256296875,0.8216583333,0.2864601563,0.828875,0.2861710938,0.7848833333,0.2561578125,0.7780263889
106,2,836.515,103.911,878.839,106.449,880.701,139.029,837.269,136.595,0.6535273438,0.8556791667,0.6865929688,0.8521541667,0.6880476563,0.8069041667,0.6541164063,0.8102847222
106,3,339.052,371.365,377.59,370.78,380.752,402.85,342.412,403.052,0.264884375,0.4842152778,0.2949921875,0.4850277778,0.2974625,0.4404861111,0.267509375,0.4402055556
106,4,838.242,360.178,880.592,359.577,879.07,391.256,837.471,393.135,0.6548765625,0.4997527778,0.6879625,0.5005875,0.6867734375,0.4565888889,0.6542742188,0.4539791667
107,1,328.06,128.418,366.773,122.869,366.485,154.737,327.882,159.796,0.256296875,0.8216416667,0.2865414063,0.8293486111,0.2863164063,0.7850875,0.2561578125,0.7780611111
107,2,836.372,103.836,879.404,106.41,880.458,138.949,837.686,136.593,0.653415625,0.8557833333,0.687034375,0.8522083333,0.6878578125,0.8070152778,0.6544421875,0.8102875
107,3,338.985,371.151,377.472,370.949,380.606,402.852,342.551,403.052,0.2648320313,0.4845125,0.2949,0.4847930556,0.2973484375,0.4404833333,0.2676179688,0.4402055556
107,4,838.162,360.152,880.601,359.652,879.294,391.435,837.667,393.091,0.6548140625,0.4997888889,0.6879695313,0.5004833333,0.6869484375,0.4563402778,0.6544273438,0.4540402778
108,1,328.411,128.434,366.44,123.236,366.408,155.138,327.166,159.992,0.2565710938,0.8216194444,0.28628125,0.8288388889,0.28625625,0.7845305556,0.2555984375,0.7777888889
108,2,836.416,103.956,879.227,106.821,880.478,139.384,837.398,136.776,0.65345,0.8556166667,0.6868960938,0.8516375,0.6878734375,0.8064111111,0.6542171875,0.8100333333
108,3,338.614,372.535,377.442,371.592,380.389,403.194,342.32,402.894,0.2645421875,0.4825902778,0.2948765625,0.4839,0.2971789063,0.4400083333,0.2674375,0.440425
108,4,838.27,361.134,880.439,359.74,878.842,391.89,837.273,393.429,0.6548984375,0.498425,0.6878429688,0.5003611111,0.6865953125,0.4557083333,0.6541195313,0.4535708333
109,1,327.057,129.683,366.207,123.777,365.76,156.2,326.889,161.102,0.2555132813,0.8198847222,0.2860992188,0.8280875,0.28575,0.7830555556,0.2553820313,0.7762472222
109,2,835.773,104.874,878.802,107.306,880.291,140.074,837.256,137.757,0.6529476563,0.8543416667,0.6865640625,0.8509638889,0.6877273438,0.8054527778,0.65410625,0.8086708333
109,3,338.358,373.086,376.795,372.812,379.974,404.198,341.787,403.897,0.2643421875,0.481825,0.2943710938,0.4822055556,0.2968546875,0.4386138889,0.2670210938,0.4390319444
109,4,837.896,362.017,880.157,360.677,878.551,392.925,836.844,394.493,0.65460625,0.4971986111,0.6876226563,0.4990597222,0.6863679688,0.4542708333,0.653784375,0.4520930556
110,1,327,131.544,366.116,125.519,365.934,157.555,327,162.775,0.25546875,0.8173,0.286028125,0.8256680556,0.2858859375,0.7811736111,0.25546875,0.7739236111
110,2,835.632,106.343,878.704,109.248,880.066,141.891,837.26,139.655,0.6528375,0.8523013889,0.6864875,0.8482666667,0.6875515625,0.8029291667,0.654109375,0.8060347222
110,3,338.396,375.665,376.391,374.988,380.196,406.882,341.533,406.913,0.264371875,0.4782430556,0.2940554688,0.4791833333,0.297028125,0.4348861111,0.2668226563,0.4348430556
110,4,838,364.885,880.121,363.364,878.576,395.263,836.693,397.343,0.6546875,0.4932152778,0.6875945313,0.4953277778,0.6863875,0.4510236111,0.6536664063,0.4481347222
111,1,327,135.268,366.113,129.449,365.942,161.587,327,166.285,0.25546875,0.8121277778,0.2860257813,0.8202097222,0.2858921875,0.7755736111,0.25546875,0.7690486111
111,2,835.539,110.403,878.486,113.218,880.034,145.58,836.778,143.639,0.6527648438,0.8466625,0.6863171875,0.8427527778,0.6875265625,0.7978055556,0.6537328125,0.8005013889
111,3,338.393,380.6,376.649,379.649,379.675,411.196,341.618,410.896,0.2643695313,0.4713888889,0.2942570313,0.4727097222,0.2966210938,0.4288944444,0.2668890625,0.4293111111
111,4,837.887,369.192,879.434,368.891,878.093,400.238,836.392,401.275,0.6545992188,0.4872333333,0.6870578125,0.4876513889,0.6860101563,0.4441138889,0.65343125,0.4426736111
112,1,327.107,140.86,365.728,135.747,365.774,166.752,326.786,171.785,0.2555523438,0.8043611111,0.285725,0.8114625,0.2857609375,0.7684,0.2553015625,0.7614097222
112,2,835.39,116.393,877.696,119.166,879.385,151.39,836.227,149.41,0.6526484375,0.8383430556,0.6857,0.8344916667,0.6870195313,0.7897361111,0.6533023438,0.7924861111
112,3,337.949,386.895,376.192,386.895,379.454,417.477,341.245,417.02,0.2640226563,0.4626458333,0.2939,0.4626458333,0.2964484375,0.4201708333,0.2665976563,0.4208055556
112,4,837.134,376.537,878.743,374.883,877.692,406.626,835.532,408.288,0.6540109375,0.4770319444,0.6865179688,0.4793291667,0.685696875,0.4352416667,0.652759375,0.4329333333
113,1,327.185,148.501,365.504,142.944,364.755,174.958,326.32,179.699,0.2556132813,0.7937486111,0.28555,0.8014666667,0.2849648438,0.7570027778,0.2549375,0.7504180556
113,2,834.675,124.571,877.484,127.181,878.644,158.992,835.688,156.885,0.6520898438,0.8269847222,0.685534375,0.8233597222,0.686440625,0.7791777778,0.65288125,0.7821041667
113,3,337.898,395.451,375.996,394.851,379.264,426.191,341.141,426.06,0.2639828125,0.4507625,0.293746875,0.4515958333,0.2963,0.4080680556,0.2665164063,0.40825
113,4,836.257,385.311,878.44,383.799,877.073,415.011,835.352,416.969,0.6533257813,0.4648458333,0.68628125,0.4669458333,0.6852132813,0.4235958333,0.65261875,0.4208763889
114,1,326,157.559,365,152.178,365,184.537,326,189.013,0.2546875,0.7811680556,0.28515625,0.7886416667,0.28515625,0.7436986111,0.2546875,0.7374819444
114,2,833.846,133.771,876.739,136.135,878.184,168.172,835.212,166.407,0.6514421875,0.8142069444,0.6849523438,0.8109236111,0.68608125,0.7664277778,0.652509375,0.7688791667
114,3,337.676,404.347,375.757,404.443,379.109,436.247,341.168,435.276,0.263809375,0.4384069444,0.2935601563,0.4382736111,0.2961789063,0.3941013889,0.2665375,0.39545
114,4,835.756,394.244,878.106,393.055,876.574,424.112,834.865,425.804,0.652934375,0.4524388889,0.6860203125,0.4540902778,0.6848234375,0.4109555556,0.6522382813,0.4086055556
115,1,326,165.979,364.823,160.844,364.509,193.315,326,197.387,0.2546875,0.7694736111,0.2850179688,0.7766055556,0.2847726563,0.7315069444,0.2546875,0.7258513889
115,2,833.127,142.358,875.628,144.095,877.445,176.701,834.547,174.893,0.6508804688,0.8022805556,0.684084375,0.7998680556,0.6855039063,0.7545819444,0.6519898438,0.7570930556
115,3,337.641,413,375.825,413,379.073,444.051,341.043,442.977,0.2637820313,0.4263888889,0.2936132813,0.4263888889,0.2961507813,0.3832625,0.2664398438,0.3847541667
115,4,835.246,401.864,877.43,400.959,875.872,432.113,834.421,434.353,0.6525359375,0.4418555556,0.6854921875,0.4431125,0.684275,0.3998430556,0.6518914063,0.3967319444
116,1,326.06,172.469,364.079,167.743,364.108,200.464,325.88,204.082,0.254734375,0.7604597222,0.2844367188,0.7670236111,0.284459375,0.7215777778,0.25459375,0.7165527778
116,2,832.508,148.569,875.512,150.303,876.568,183.375,833.729,182.104,0.650396875,0.7936541667,0.68399375,0.7912458333,0.68481875,0.7453125,0.6513507813,0.7470777778
116,3,337.478,418.62,375.882,419.162,379.014,449.231,341.097,449.123,0.2636546875,0.4185833333,0.2936578125,0.4178305556,0.2961046875,0.3760680556,0.2664820313,0.3762180556
116,4,835.301,408.126,876.957,406.442,875.687,438.122,833.953,440.434,0.6525789063,0.4331583333,0.6851226563,0.4354972222,0.6841304688,0.3914972222,0.6515257813,0.3882861111
117,1,326.048,177.329,364.322,172.5,364.029,204.982,325.899,209.196,0.254725,0.7537097222,0.2846265625,0.7604166667,0.2843976563,0.7153027778,0.2546085938,0.70945
117,2,832.39,153.731,875.192,155.49,876.378,188.342,833.61,187.037,0.6503046875,0.7864847222,0.68374375,0.7840416667,0.6846703125,0.7384138889,0.6512578125,0.7402263889
117,3,337.763,422.724,375.832,423.194,379.141,453.983,341.264,452.899,0.2638773438,0.4128833333,0.29361875,0.4122305556,0.2962039063,0.3694680556,0.2666125,0.3709736111
117,4,834.932,412.953,876.736,410.555,875.602,442.579,833.832,444.8,0.652290625,0.4264541667,0.68495,0.4297847222,0.6840640625,0.3853069444,0.65143125,0.3822222222
118,1,326.113,180.521,364.918,175.675,364.605,208.45,325.956,211.741,0.2547757813,0.7492763889,0.2850921875,0.7560069444,0.2848476563,0.7104861111,0.254653125,0.7059152778
118,2,832.491,156.973,875.235,159.154,876.681,191.672,833.868,190.727,0.6503835938,0.7819819444,0.6837773438,0.7789527778,0.6849070313,0.7337888889,0.651459375,0.7351013889
