FrameNo,Marker,Top Left,,Top Right,,Bottom Right,,Bottom Left,,Top Left,,Top Right,,Bottom Right,,Bottom Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
76,4,934.19,393.344,972.134,391.616,969.638,423.502,931.557,426.038,0.7298359375,0.4536888889,0.7594796875,0.4560888889,0.7575296875,0.4118027778,0.7277789063,0.4082805556
77,1,392.155,136.815,439.069,132.474,439.206,168.546,391.85,172.596,0.3063710938,0.8099791667,0.3430226563,0.8160083333,0.3431296875,0.7659083333,0.3061328125,0.7602833333
77,2,935.801,133.564,974.005,137.709,975.834,170.667,936.455,166.921,0.7310945313,0.8144944444,0.7609414063,0.8087375,0.7623703125,0.7629625,0.7316054688,0.7681652778
77,3,403.209,410.697,449.497,409.498,452.036,444.731,406.495,444.606,0.3150070313,0.4295875,0.3511695313,0.4312527778,0.353153125,0.3823180556,0.3175742188,0.3824916667
77,4,933.988,393.363,972.129,391.657,969.567,423.568,931.428,426.083,0.729678125,0.4536625,0.7594757813,0.4560319444,0.7574742188,0.4117111111,0.727678125,0.4082180556
78,1,392.299,136.713,439.096,132.555,438.963,168.584,391.713,172.547,0.3064835938,0.8101208333,0.34304375,0.8158958333,0.3429398438,0.7658555556,0.3060257813,0.7603513889
78,2,935.783,133.658,974.203,137.678,975.685,170.507,936.536,167.279,0.7310804688,0.8143638889,0.7610960938,0.8087805556,0.7622539063,0.7631847222,0.73166875,0.7676680556
78,3,403.518,410.822,449.437,409.144,451.995,444.448,406.459,444.906,0.3152484375,0.4294138889,0.3511226563,0.4317444444,0.3531210938,0.3827111111,0.3175460938,0.382075
78,4,933.902,393.389,972.127,391.687,969.575,423.474,931.497,426.175,0.7296109375,0.4536263889,0.7594742188,0.4559902778,0.7574804688,0.4118416667,0.7277320313,0.4080902778
79,1,392,136.967,439.007,132.515,439.16,168.574,392,172.322,0.30625,0.8097680556,0.3429742188,0.8159513889,0.34309375,0.7658694444,0.30625,0.7606638889
79,2,935.669,133.612,974.208,137.716,975.857,170.368,936.697,167.274,0.7309914063,0.8144277778,0.7611,0.8087277778,0.7623882813,0.7633777778,0.7317945313,0.767675
79,3,403.526,410.918,449.423,409.304,451.988,444.772,406.461,444.935,0.3152546875,0.4292805556,0.3511117188,0.4315222222,0.353115625,0.3822611111,0.3175476563,0.3820347222
79,4,934.058,393.364,972.117,391.808,969.587,423.326,931.582,426.172,0.7297328125,0.4536611111,0.7594664063,0.4558222222,0.7574898438,0.4120472222,0.7277984375,0.4080944444
80,1,392,136.756,438.988,132.469,439.178,168.484,392,172.374,0.30625,0.8100611111,0.342959375,0.8160152778,0.3431078125,0.7659944444,0.30625,0.7605916667
80,2,935.426,133.422,974.12,137.831,975.707,170.349,936.862,167.245,0.7308015625,0.8146916667,0.76103125,0.8085680556,0.7622710938,0.7634041667,0.7319234375,0.7677152778
80,3,403.34,410.78,449.473,409.019,451.768,444.27,406.446,444.915,0.315109375,0.4294722222,0.3511507813,0.4319180556,0.35294375,0.3829583333,0.3175359375,0.3820625
80,4,933.978,393.397,971.969,391.711,969.556,423.429,931.753,426.107,0.7296703125,0.4536152778,0.7593507813,0.4559569444,0.757465625,0.4119041667,0.7279320313,0.4081847222
81,1,392,136.883,439.11,132.357,438.946,168.611,392,172.28,0.30625,0.8098847222,0.3430546875,0.8161708333,0.3429265625,0.7658180556,0.30625,0.7607222222
81,2,935.553,133.625,974.012,137.829,975.333,170.478,936.266,167.18,0.7309007813,0.8144097222,0.760946875,0.8085708333,0.7619789063,0.763225,0.7314578125,0.7678055556
81,3,403.105,410.733,448.69,409.359,451.89,444.52,406.233,444.923,0.3149257813,0.4295375,0.3505390625,0.4314458333,0.3530390625,0.3826111111,0.3173695313,0.3820513889
81,4,933.833,393.445,971.568,391.941,969.455,423.521,931.394,426.095,0.7295570313,0.4535486111,0.7590375,0.4556375,0.7573867188,0.4117763889,0.7276515625,0.4082013889
82,1,392.053,136.654,438.657,132.483,438.529,168.511,391.892,172.412,0.3062914063,0.8102027778,0.3427007813,0.8159958333,0.3426007813,0.7659569444,0.306165625,0.7605388889
82,2,935.369,133.735,973.854,137.778,975.318,170.69,936.317,167.256,0.7307570313,0.8142569444,0.7608234375,0.8086416667,0.7619671875,0.7629305556,0.7314976563,0.7677
82,3,402.663,410.16,448.731,409.793,451.397,444.142,406.155,444.882,0.3145804688,0.4303333333,0.3505710938,0.4308430556,0.3526539063,0.3831361111,0.3173085938,0.3821083333
82,4,933.386,393.517,971.401,391.861,969.097,423.628,931.407,426.408,0.7292078125,0.4534486111,0.7589070313,0.4557486111,0.7571070313,0.4116277778,0.7276617188,0.4077666667
83,1,392.058,136.881,438.753,132.471,438.65,168.546,391.889,172.409,0.3062953125,0.8098875,0.3427757813,0.8160125,0.3426953125,0.7659083333,0.3061632813,0.7605430556
83,2,935.48,133.966,973.868,138.076,975.325,170.841,936.192,167.482,0.73084375,0.8139361111,0.760834375,0.8082277778,0.7619726563,0.7627208333,0.7314,0.7673861111
83,3,402.737,410.116,448.689,409.75,451.534,444.625,406.151,445.039,0.3146382813,0.4303944444,0.3505382813,0.4309027778,0.3527609375,0.3824652778,0.3173054688,0.3818902778
83,4,933.319,393.652,971.325,392.179,969.275,423.786,931.324,426.452,0.7291554688,0.4532611111,0.7588476563,0.4553069444,0.7572460938,0.4114083333,0.727596875,0.4077055556
84,1,392,136.859,439.152,132.439,439.006,168.585,392,172.476,0.30625,0.8099180556,0.3430875,0.8160569444,0.3429734375,0.7658541667,0.30625,0.76045
84,2,935.829,133.982,974.238,138.288,975.588,171.035,936.324,167.414,0.7311164063,0.8139138889,0.7611234375,0.8079333333,0.762178125,0.7624513889,0.731503125,0.7674805556
84,3,403.107,410.275,449.2,409.764,451.982,444.738,406.433,445.092,0.3149273438,0.4301736111,0.3509375,0.4308833333,0.3531109375,0.3823083333,0.3175257813,0.3818166667
84,4,933.555,394.052,972.192,392.008,969.532,423.845,931.592,426.515,0.7293398438,0.4527055556,0.759525,0.4555444444,0.757446875,0.4113263889,0.72780625,0.4076180556
85,1,393.194,136.997,440,132.442,440,168.576,392.609,172.498,0.3071828125,0.8097263889,0.34375,0.8160527778,0.34375,0.7658666667,0.3067257813,0.7604194444
85,2,935.837,134.051,974.607,138.211,976.238,170.935,937.396,167.633,0.7311226563,0.8138180556,0.7614117188,0.8080402778,0.7626859375,0.7625902778,0.732340625,0.7671763889
85,3,403.478,410.334,449.659,409.748,452.363,445,407.081,445,0.3152171875,0.4300916667,0.3512960938,0.4309055556,0.3534085938,0.3819444444,0.3180320313,0.3819444444
85,4,934.496,393.971,972.305,392.097,970.002,423.83,932.152,426.601,0.730075,0.4528180556,0.7596132813,0.4554208333,0.7578140625,0.4113472222,0.72824375,0.4074986111
86,1,393.106,137.087,440,132.528,440,168.59,392.793,172.761,0.3071140625,0.8096013889,0.34375,0.8159333333,0.34375,0.7658472222,0.3068695313,0.7600541667
86,2,935.963,134.012,974.829,138.128,976.318,171.109,937.613,167.552,0.7312210938,0.8138722222,0.7615851563,0.8081555556,0.7627484375,0.7623486111,0.7325101563,0.7672888889
86,3,403.787,410.622,449.63,409.821,452.636,445,407.148,445,0.3154585938,0.4296916667,0.3512734375,0.4308041667,0.353621875,0.3819444444,0.318084375,0.3819444444
86,4,934.487,394.001,972.693,391.936,970.062,423.76,932.275,426.605,0.7300679688,0.4527763889,0.7599164063,0.4556444444,0.7578609375,0.4114444444,0.7283398438,0.4074930556
87,1,393.054,137.232,440,132.675,440,168.69,392.894,172.778,0.3070734375,0.8094,0.34375,0.8157291667,0.34375,0.7657083333,0.3069484375,0.7600305556
87,2,935.826,134.043,974.716,138.176,976.375,171.037,937.573,167.573,0.7311140625,0.8138291667,0.761496875,0.8080888889,0.7627929688,0.7624486111,0.7324789063,0.7672597222
87,3,403.619,410.812,449.571,410.018,452.689,445.083,407.1,444.957,0.3153273438,0.4294277778,0.3512273438,0.4305305556,0.3536632813,0.3818291667,0.318046875,0.3820041667
87,4,934.525,394.05,972.654,391.989,970.024,423.877,932.284,426.755,0.7300976563,0.4527083333,0.7598859375,0.4555708333,0.75783125,0.4112819444,0.728346875,0.4072847222
88,1,393.112,137.346,439.944,132.743,439.944,168.816,392.802,172.831,0.30711875,0.8092416667,0.34370625,0.8156347222,0.34370625,0.7655333333,0.3068765625,0.7599569444
88,2,935.769,134.184,974.67,138.223,976.296,171.279,937.466,167.655,0.7310695313,0.8136333333,0.7614609375,0.8080236111,0.76273125,0.7621125,0.7323953125,0.7671458333
88,3,403.575,411.08,449.538,410.001,452.489,445,407.119,445,0.3152929688,0.4290555556,0.3512015625,0.4305541667,0.3535070313,0.3819444444,0.3180617188,0.3819444444
88,4,934.489,394.071,972.569,392.29,969.923,423.997,932.148,426.647,0.7300695313,0.4526791667,0.7598195313,0.4551527778,0.7577523438,0.4111152778,0.728240625,0.4074347222
89,1,393.189,137.29,440,132.954,440,168.84,392.602,172.902,0.3071789063,0.8093194444,0.34375,0.8153416667,0.34375,0.7655,0.3067203125,0.7598583333
89,2,935.794,134.267,974.634,138.347,976.289,171.124,937.455,167.819,0.7310890625,0.8135180556,0.7614328125,0.8078513889,0.7627257813,0.7623277778,0.7323867188,0.7669180556
89,3,403.583,411.066,449.622,410.406,452.316,445,406.995,445,0.3152992188,0.429075,0.3512671875,0.4299916667,0.353371875,0.3819444444,0.3179648438,0.3819444444
89,4,934.452,394.073,972.569,392.29,969.927,423.949,932.238,426.691,0.730040625,0.4526763889,0.7598195313,0.4551527778,0.7577554688,0.4111819444,0.7283109375,0.4073736111
90,1,393.12,137.385,439.934,132.984,439.67,168.953,392.579,173.071,0.307125,0.8091875,0.3436984375,0.8153,0.3434921875,0.7653430556,0.3067023438,0.7596236111
90,2,935.689,134.267,974.621,138.224,976.22,171.133,937.608,167.765,0.7310070313,0.8135180556,0.7614226563,0.8080222222,0.762671875,0.7623152778,0.73250625,0.7669930556
90,3,403.597,410.905,449.594,410.973,452.215,445,406.866,445,0.3153101563,0.4292986111,0.3512453125,0.4292041667,0.3532929688,0.3819444444,0.3178640625,0.3819444444
90,4,934.48,394.203,972.309,392.34,969.907,423.922,932.135,426.836,0.7300625,0.4524958333,0.7596164063,0.4550833333,0.7577398438,0.4112194444,0.7282304688,0.4071722222
91,1,392.569,137.482,439.267,133.087,439.577,169.069,392.142,173.241,0.3066945313,0.8090527778,0.3431773438,0.8151569444,0.3434195313,0.7651819444,0.3063609375,0.7593875
91,2,935.643,134.354,974.382,138.314,976.182,171.134,937.257,167.793,0.7309710938,0.8133972222,0.7612359375,0.8078972222,0.7626421875,0.7623138889,0.7322320313,0.7669541667
91,3,403.365,411.006,449.53,410.691,452.208,445.079,406.7,444.959,0.3151289063,0.4291583333,0.3511953125,0.4295958333,0.3532875,0.3818347222,0.317734375,0.3820013889
91,4,934.487,394.239,972.278,392.357,969.736,424.017,931.937,426.982,0.7300679688,0.4524458333,0.7595921875,0.4550597222,0.75760625,0.4110875,0.7280757813,0.4069694444
92,1,392,137.611,439.157,133.233,439.004,169.23,392,173.319,0.30625,0.8088736111,0.3430914063,0.8149541667,0.342971875,0.7649583333,0.30625,0.7592791667
92,2,935.468,134.247,974.201,138.34,976.064,171.123,937.246,167.792,0.730834375,0.8135458333,0.7610945313,0.8078611111,0.76255,0.7623291667,0.7322234375,0.7669555556
92,3,403.298,411.059,449.516,410.722,452.105,445.079,406.444,444.958,0.3150765625,0.4290847222,0.351184375,0.4295527778,0.3532070313,0.3818347222,0.317534375,0.3820027778
92,4,934.44,394.24,972.287,392.248,969.746,423.903,931.926,426.94,0.73003125,0.4524444444,0.7595992188,0.4552111111,0.7576140625,0.4112458333,0.7280671875,0.4070277778
93,1,392,137.838,439.106,133.193,438.943,169.418,392,173.207,0.30625,0.8085583333,0.3430515625,0.8150097222,0.3429242188,0.7646972222,0.30625,0.7594347222
93,2,935.439,134.108,974.044,138.203,975.775,170.959,937.089,167.662,0.7308117188,0.8137388889,0.760971875,0.8080513889,0.7623242188,0.7625569444,0.7321007813,0.7671361111
93,3,403.282,411.037,449.562,410.919,452.015,445.15,406.444,445.243,0.3150640625,0.4291152778,0.3512203125,0.4292791667,0.3531367188,0.3817361111,0.317534375,0.3816069444
93,4,934.402,394.042,972.292,392.247,969.676,423.89,931.929,426.789,0.7300015625,0.4527194444,0.759603125,0.4552125,0.757559375,0.4112638889,0.7280695313,0.4072375
94,1,392.051,137.794,439.193,133.265,438.914,169.522,391.899,173.411,0.3062898438,0.8086194444,0.3431195313,0.8149097222,0.3429015625,0.7645527778,0.3061710938,0.7591513889
94,2,935.504,134.19,974.225,138.084,975.766,171.008,936.609,167.588,0.7308625,0.813625,0.7611132813,0.8082166667,0.7623171875,0.7624888889,0.7317257813,0.7672388889
94,3,403.293,410.956,449.524,410.961,452.246,445.181,406.474,445.334,0.3150726563,0.4292277778,0.351190625,0.4292208333,0.3533171875,0.3816930556,0.3175578125,0.3814805556
94,4,934.407,393.978,972.275,392.262,969.823,423.892,931.929,426.782,0.7300054688,0.4528083333,0.7595898438,0.4551916667,0.7576742188,0.4112611111,0.7280695313,0.4072472222
95,1,392.105,137.762,439.292,133.41,438.814,169.497,391.953,173.415,0.3063320313,0.8086638889,0.343196875,0.8147083333,0.3428234375,0.7645875,0.3062132813,0.7591458333
95,2,935.464,134.409,974.335,138.117,975.999,171.306,937.136,167.656,0.73083125,0.8133208333,0.7611992188,0.8081708333,0.7624992188,0.762075,0.7321375,0.7671444444
95,3,403.481,411.206,449.524,410.785,452.159,445.247,406.554,445.275,0.3152195313,0.4288805556,0.351190625,0.4294652778,0.3532492188,0.3816013889,0.3176203125,0.3815625
95,4,934.481,394.19,972.384,392.241,969.821,424.09,932.128,426.936,0.7300632813,0.4525138889,0.759675,0.4552208333,0.7576726563,0.4109861111,0.728225,0.4070333333
96,1,392,137.757,439.153,133.27,439.006,169.523,392,173.304,0.30625,0.8086708333,0.3430882813,0.8149027778,0.3429734375,0.7645513889,0.30625,0.7593
96,2,935.648,134.47,974.494,138.197,976.185,171.427,937.392,167.712,0.730975,0.8132361111,0.7613234375,0.8080597222,0.7626445313,0.7619069444,0.7323375,0.7670666667
96,3,403.606,411.174,449.504,410.686,452.284,445.136,406.467,444.994,0.3153171875,0.428925,0.351175,0.4296027778,0.353346875,0.3817555556,0.3175523438,0.3819527778
96,4,934.444,394.206,972.331,392.448,969.993,424.102,932.093,427.075,0.730034375,0.4524916667,0.7596335938,0.4549333333,0.7578070313,0.4109694444,0.7281976563,0.4068402778
97,1,392.584,137.415,439.956,133.175,439.99,169.21,392.197,173.233,0.30670625,0.8091458333,0.343715625,0.8150347222,0.3437421875,0.7649861111,0.3064039063,0.7593986111
97,2,935.334,134.242,974.525,138.256,976.341,171.161,938.034,168.254,0.7307296875,0.8135527778,0.7613476563,0.8079777778,0.7627664063,0.7622763889,0.7328390625,0.7663138889
97,3,403.582,411.163,449.57,410.61,452.148,444.962,406.702,445.088,0.3152984375,0.4289402778,0.3512265625,0.4297083333,0.353240625,0.3819972222,0.3177359375,0.3818222222
97,4,934.444,394.264,972.529,392.406,970.013,424.076,932.217,426.93,0.730034375,0.4524111111,0.7597882813,0.4549916667,0.7578226563,0.4110055556,0.7282945313,0.4070416667
98,1,392.878,137.598,439.799,132.858,440.04,169.191,392.323,173.195,0.3069359375,0.8088916667,0.3435929688,0.815475,0.34378125,0.7650125,0.3065023438,0.7594513889
98,2,935.638,134.225,974.63,138.266,976.291,171.16,937.429,167.824,0.7309671875,0.8135763889,0.7614296875,0.8079638889,0.7627273438,0.7622777778,0.7323664063,0.7669111111
98,3,403.501,410.966,449.442,410.914,452.548,445.199,406.822,444.839,0.3152351563,0.4292138889,0.3511265625,0.4292861111,0.353553125,0.3816680556,0.3178296875,0.3821680556
98,4,934.5,394.259,972.568,392.302,969.917,424.063,932.166,426.901,0.730078125,0.4524180556,0.75981875,0.4551361111,0.7577476563,0.4110236111,0.7282546875,0.4070819444
99,1,393.139,137.569,439.955,133.049,439.937,169.191,391.989,173.191,0.3071398438,0.8089319444,0.3437148438,0.8152097222,0.3437007813,0.7650125,0.3062414063,0.7594569444
99,2,935.485,134.257,974.543,138.258,976.316,171.402,937.661,167.649,0.7308476563,0.8135319444,0.7613617188,0.807975,0.762746875,0.7619416667,0.7325476563,0.7671541667
99,3,403.544,411.138,449.53,410.681,452.263,445.038,407.02,445.049,0.31526875,0.428975,0.3511953125,0.4296097222,0.3533304688,0.3818916667,0.317984375,0.3818763889
99,4,934.506,394.184,972.562,392.381,969.925,423.965,932.166,426.895,0.7300828125,0.4525222222,0.7598140625,0.4550263889,0.7577539063,0.4111597222,0.7282546875,0.4070902778
100,1,393.016,137.589,439.86,133.18,439.706,169.096,392.439,173.327,0.30704375,0.8089041667,0.343640625,0.8150277778,0.3435203125,0.7651444444,0.3065929688,0.7592680556
100,2,935.788,134.262,974.605,138.458,976.202,171.167,937.346,167.807,0.731084375,0.813525,0.7614101563,0.8076972222,0.7626578125,0.7622680556,0.7323015625,0.7669347222
100,3,403.56,411.13,449.547,410.795,452.357,445.065,406.912,445.02,0.31528125,0.4289861111,0.3512085938,0.4294513889,0.3534039063,0.3818541667,0.3179,0.3819166667
100,4,934.474,394.26,972.517,392.304,969.905,424.056,932.362,427.002,0.7300578125,0.4524166667,0.7597789063,0.4551333333,0.7577382813,0.4110333333,0.7284078125,0.4069416667
101,1,393.169,137.416,439.884,133.256,439.79,169.2,392.584,173.187,0.3071632813,0.8091444444,0.343659375,0.8149222222,0.3435859375,0.765,0.30670625,0.7594625
101,2,935.787,134.369,974.547,138.331,976.306,171.223,937.299,167.923,0.7310835938,0.8133763889,0.7613648438,0.8078736111,0.7627390625,0.7621902778,0.7322648438,0.7667736111
101,3,403.763,411.149,449.594,410.674,452.433,445.038,406.985,445.049,0.3154398438,0.4289597222,0.3512453125,0.4296194444,0.3534632813,0.3818916667,0.3179570313,0.3818763889
101,4,934.471,394.297,972.536,392.317,970.022,423.966,932.36,427.032,0.7300554688,0.4523652778,0.75979375,0.4551152778,0.7578296875,0.4111583333,0.72840625,0.4069
102,1,393.109,137.382,439.375,133.385,440.278,169.154,392.743,173.261,0.3071164063,0.8091916667,0.3432617188,0.8147430556,0.3439671875,0.7650638889,0.3068304688,0.7593597222
102,2,935.935,134.38,974.784,138.294,976.244,171.354,937.616,167.636,0.7311992188,0.8133611111,0.76155,0.807925,0.762690625,0.7620083333,0.7325125,0.7671722222
102,3,403.633,411.065,449.651,410.716,452.551,445,407.105,445,0.3153382813,0.4290763889,0.3512898438,0.4295611111,0.3535554688,0.3819444444,0.3180507813,0.3819444444
102,4,934.434,394.228,972.614,392.388,970.064,424.003,932.353,426.83,0.7300265625,0.4524611111,0.7598546875,0.4550166667,0.7578625,0.4111069444,0.7284007813,0.4071805556
103,1,393.091,137.645,439.548,133.144,439.916,169.298,392.394,173.26,0.3071023438,0.8088263889,0.343396875,0.8150777778,0.343684375,0.7648638889,0.3065578125,0.7593611111
103,2,935.758,134.275,974.727,138.329,976.187,171.145,937.551,167.907,0.7310609375,0.8135069444,0.7615054688,0.8078763889,0.7626460938,0.7622986111,0.7324617188,0.7667958333
103,3,403.45,411.064,449.548,410.757,452.535,445.198,406.877,444.839,0.3151953125,0.4290777778,0.351209375,0.4295041667,0.3535429688,0.3816694444,0.3178726563,0.3821680556
103,4,934.489,394.215,972.569,392.296,969.922,424.002,932.235,426.959,0.7300695313,0.4524791667,0.7598195313,0.4551444444,0.7577515625,0.4111083333,0.7283085938,0.4070013889
104,1,392.484,137.394,439.403,133.509,439.241,169.364,391.863,173.293,0.306628125,0.809175,0.3432835938,0.8145708333,0.3431570313,0.7647722222,0.3061429688,0.7593152778
104,2,935.514,134.212,974.378,138.24,976.188,171.243,937.314,167.781,0.7308703125,0.8135944444,0.7612328125,0.808,0.762646875,0.7621625,0.7322765625,0.7669708333
104,3,403.433,411.171,449.513,410.734,452.221,445.123,406.607,445.002,0.3151820313,0.4289291667,0.3511820313,0.4295361111,0.3532976563,0.3817736111,0.3176617188,0.3819416667
104,4,934.467,394.158,972.493,392.203,969.819,423.929,932.031,426.844,0.7300523438,0.4525583333,0.7597601563,0.4552736111,0.7576710938,0.4112097222,0.7281492188,0.4071611111
105,1,392.112,137.713,439.203,133.173,439.065,169.452,391.953,173.206,0.3063375,0.8087319444,0.3431273438,0.8150375,0.3430195313,0.76465,0.3062132813,0.7594361111
105,2,935.561,134.166,974.317,138.183,975.995,171.185,936.864,167.602,0.7309070313,0.8136583333,0.7611851563,0.8080791667,0.7624960938,0.7622430556,0.731925,0.7672194444
105,3,403.32,411.166,449.487,410.611,452.062,445.044,406.374,445.044,0.31509375,0.4289361111,0.3511617188,0.4297069444,0.3531734375,0.3818833333,0.3174796875,0.3818833333
105,4,934.377,394.151,972.288,392.239,969.743,423.935,931.94,426.851,0.7299820313,0.4525680556,0.7596,0.4552236111,0.7576117188,0.4112013889,0.728078125,0.4071513889
106,1,392,137.563,439.054,133.205,439.054,169.442,392,173.186,0.30625,0.8089402778,0.3430109375,0.8149930556,0.3430109375,0.7646638889,0.30625,0.7594638889
106,2,935.587,134.298,974.006,138.117,975.693,171.096,936.616,167.643,0.7309273438,0.813475,0.7609421875,0.8081708333,0.7622601563,0.7623666667,0.73173125,0.7671625
106,3,402.955,411.144,448.947,410.673,451.893,445.044,406.26,445.044,0.3148085938,0.4289666667,0.3507398438,0.4296208333,0.3530414063,0.3818833333,0.317390625,0.3818833333
106,4,934.036,394.168,972.083,392.249,969.578,423.886,931.436,426.849,0.729715625,0.4525444444,0.7594398438,0.4552097222,0.7574828125,0.4112694444,0.727684375,0.4071541667
107,1,392.053,137.546,439.064,132.943,438.935,169.273,391.892,173.211,0.3062914063,0.8089638889,0.34301875,0.8153569444,0.3429179688,0.7648986111,0.306165625,0.7594291667
107,2,935.314,134.271,973.912,138.107,975.478,171.097,936.419,167.759,0.7307140625,0.8135125,0.76086875,0.8081847222,0.7620921875,0.7623652778,0.7315773438,0.7670013889
107,3,402.714,410.913,448.612,410.822,451.977,445.086,406.386,444.954,0.3146203125,0.4292875,0.350478125,0.4294138889,0.3531070313,0.381825,0.3174890625,0.3820083333
107,4,933.771,394.23,971.889,392.262,969.519,423.955,931.618,426.929,0.7295085938,0.4524583333,0.7592882813,0.4551916667,0.7574367188,0.4111736111,0.7278265625,0.4070430556
108,1,392,137.553,439.136,132.976,438.81,169.113,392,173.111,0.30625,0.8089541667,0.343075,0.8153111111,0.3428203125,0.7651208333,0.30625,0.7595680556
108,2,935.348,134.398,973.996,138.302,975.595,171.275,936.741,167.918,0.730740625,0.8133361111,0.760934375,0.8079138889,0.7621835938,0.7621180556,0.7318289063,0.7667805556
108,3,402.771,410.733,448.812,410.792,451.649,445.081,406.452,444.954,0.3146648438,0.4295375,0.350634375,0.4294555556,0.3528507813,0.3818319444,0.317540625,0.3820083333
108,4,934.095,394.295,971.905,392.284,969.547,424.21,931.412,427.056,0.7297617188,0.4523680556,0.7593007813,0.4551611111,0.7574585938,0.4108194444,0.727665625,0.4068666667
109,1,392,137.441,438.991,132.862,438.361,169.172,392,172.919,0.30625,0.8091097222,0.3429617188,0.8154694444,0.3424695313,0.7650388889,0.30625,0.7598347222
109,2,935.659,134.583,973.995,138.219,975.444,171.382,936.247,167.643,0.7309835938,0.8130791667,0.7609335938,0.8080291667,0.762065625,0.7619694444,0.7314429688,0.7671625
109,3,402.676,411.003,448.433,410.541,451.625,445.083,406.09,444.957,0.314590625,0.4291625,0.3503382813,0.4298041667,0.3528320313,0.3818291667,0.3172578125,0.3820041667
109,4,933.441,394.141,971.645,392.463,969.082,424.287,931.235,426.827,0.7292507813,0.4525819444,0.7590976563,0.4549125,0.7570953125,0.4107125,0.7275273438,0.4071847222
110,1,391.994,137.298,438.723,132.803,438.228,168.785,391.842,173.008,0.3062453125,0.8093083333,0.3427523438,0.8155513889,0.342365625,0.7655763889,0.3061265625,0.7597111111
110,2,935.315,134.384,973.656,138.29,975.321,171.05,936.248,167.729,0.7307148438,0.8133555556,0.76066875,0.8079305556,0.7619695313,0.7624305556,0.73144375,0.7670430556
110,3,402.582,411.162,448.446,410.265,451.316,445,405.751,445,0.3145171875,0.4289416667,0.3503484375,0.4301875,0.352590625,0.3819444444,0.3169929688,0.3819444444
110,4,933.406,394.294,971.46,392.292,968.902,424.016,931.317,426.833,0.7292234375,0.4523694444,0.758953125,0.45515,0.7569546875,0.4110888889,0.7275914063,0.4071763889
111,1,392.19,137.195,438.615,132.901,438.324,168.792,391.6,173.014,0.3063984375,0.8094513889,0.3426679688,0.8154152778,0.342440625,0.7655666667,0.3059375,0.7597027778
111,2,935.389,134.348,973.633,138.336,975.29,171.143,936.235,167.728,0.7307726563,0.8134055556,0.7606507813,0.8078666667,0.7619453125,0.7623013889,0.7314335938,0.7670444444
111,3,402.654,411.069,448.585,410.421,451.297,445,405.961,445,0.3145734375,0.4290708333,0.3504570313,0.4299708333,0.3525757813,0.3819444444,0.3171570313,0.3819444444
111,4,933.402,394.281,971.438,392.448,969.096,424.179,931.198,426.925,0.7292203125,0.4523875,0.7589359375,0.4549333333,0.75710625,0.4108625,0.7274984375,0.4070486111
112,1,392.149,137.263,438.655,132.917,438.528,168.876,391.696,172.814,0.3063664063,0.8093569444,0.3426992188,0.8153930556,0.3426,0.76545,0.3060125,0.7599805556
112,2,935.586,134.511,973.786,138.539,975.415,171.246,936.22,168.301,0.7309265625,0.8131791667,0.7607703125,0.8075847222,0.7620429688,0.7621583333,0.731421875,0.7662486111
112,3,402.554,411.112,448.465,410.15,451.344,445,405.914,445,0.3144953125,0.4290111111,0.3503632813,0.4303472222,0.3526125,0.3819444444,0.3171203125,0.3819444444
112,4,933.351,394.416,971.496,392.491,969.063,424.181,931.171,427.034,0.7291804688,0.4522,0.75898125,0.4548736111,0.7570804688,0.4108597222,0.7274773438,0.4068972222
113,1,392.189,137.259,438.655,132.917,438.528,168.761,391.601,172.984,0.3063976563,0.8093625,0.3426992188,0.8153930556,0.3426,0.7656097222,0.3059382813,0.7597444444
113,2,935.497,134.497,973.759,138.7,975.286,171.242,936.328,168.355,0.7308570313,0.8131986111,0.7607492188,0.8073611111,0.7619421875,0.7621638889,0.73150625,0.7661736111
113,3,402.492,411.122,448.399,410.052,451.17,445,405.633,445,0.314446875,0.4289972222,0.3503117188,0.4304833333,0.3524765625,0.3819444444,0.3169007813,0.3819444444
113,4,933.387,394.262,971.466,392.52,968.781,424.372,931.08,427.132,0.7292085938,0.4524138889,0.7589578125,0.4548333333,0.7568601563,0.4105944444,0.72740625,0.4067611111
114,1,392.225,137.253,438.52,132.89,438.222,168.841,391.515,172.851,0.3064257813,0.8093708333,0.34259375,0.8154305556,0.3423609375,0.7654986111,0.3058710938,0.7599291667
114,2,935.048,134.561,973.611,138.589,975.208,171.305,936.283,168.226,0.73050625,0.8131097222,0.7606335938,0.8075152778,0.76188125,0.7620763889,0.7314710938,0.7663527778
114,3,402.48,411.047,448.397,410.087,451.057,445,405.551,445,0.3144375,0.4291013889,0.3503101563,0.4304347222,0.3523882813,0.3819444444,0.3168367188,0.3819444444
114,4,933.241,394.221,971.158,392.723,968.874,424.513,930.99,427.064,0.7290945313,0.4524708333,0.7587171875,0.4545513889,0.7569328125,0.4103986111,0.7273359375,0.4068555556
115,1,392.149,137.263,438.881,132.896,438.506,168.848,391.696,172.845,0.3063664063,0.8093569444,0.3428757813,0.8154222222,0.3425828125,0.7654888889,0.3060125,0.7599375
115,2,935.479,134.596,973.668,138.52,975.334,171.314,936.223,168.222,0.7308429688,0.8130611111,0.760678125,0.8076111111,0.7619796875,0.7620638889,0.7314242188,0.7663583333
