FrameNo,Marker,Top Left,,Top Right,,Bottom Right,,Bottom Left,,Top Left,,Top Right,,Bottom Right,,Bottom Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
193,1,392.477,136.461,438.992,132.142,439.173,168.385,391.721,171.879,0.3066226563,0.8104708333,0.3429625,0.8164694444,0.3431039063,0.7661319444,0.3060320313,0.7612791667
193,2,935.411,133.979,974.227,138.253,975.766,170.895,937.39,167.632,0.7307898438,0.8139180556,0.7611148438,0.8079819444,0.7623171875,0.7626458333,0.7323359375,0.7671777778
193,3,403.108,409.289,448.622,409.294,451.91,444.049,406.135,444.038,0.314928125,0.4315430556,0.3504859375,0.4315361111,0.3530546875,0.3832652778,0.3172929688,0.3832805556
193,4,934.467,393.461,971.781,392.479,969.375,423.733,931.167,426.564,0.7300523438,0.4535263889,0.7592039063,0.4548902778,0.7573242188,0.4114819444,0.7274742188,0.40755
194,1,392.629,136.36,439.322,132.315,439.493,168.391,392.048,171.883,0.3067414063,0.8106111111,0.3432203125,0.8162291667,0.3433539063,0.7661236111,0.3062875,0.7612736111
194,2,935.578,134.017,974.287,138.13,976.075,170.944,937.182,167.66,0.7309203125,0.8138652778,0.7611617188,0.8081527778,0.7625585938,0.7625777778,0.7321734375,0.7671388889
194,3,402.995,409.575,449.531,408.929,451.674,444.229,406.224,443.882,0.3148398438,0.4311458333,0.3511960938,0.4320430556,0.3528703125,0.3830152778,0.3173625,0.3834972222
194,4,933.417,393.729,971.737,392.107,969.45,423.774,931.513,426.439,0.7292320313,0.4531541667,0.7591695313,0.4554069444,0.7573828125,0.411425,0.7277445313,0.4077236111
195,1,392.089,136.39,439.153,132.189,439.007,168.422,391.971,171.865,0.3063195313,0.8105694444,0.3430882813,0.8164041667,0.3429742188,0.7660805556,0.3062273438,0.7612986111
195,2,935.734,134.033,974.223,138.124,975.704,170.937,936.436,167.386,0.7310421875,0.8138430556,0.7611117188,0.8081611111,0.76226875,0.7625875,0.731590625,0.7675194444
195,3,402.827,410.033,448.668,408.956,451.583,444,406.147,444,0.3147085938,0.4305097222,0.350521875,0.4320055556,0.3527992188,0.3833333333,0.3173023438,0.3833333333
195,4,933.567,393.831,971.727,391.997,969.085,423.755,931.241,426.558,0.7293492188,0.4530125,0.7591617188,0.4555597222,0.7570976563,0.4114513889,0.7275320313,0.4075583333
196,1,392.054,136.427,439.252,132.105,438.797,168.27,391.894,171.806,0.3062921875,0.8105180556,0.343165625,0.8165208333,0.3428101563,0.7662916667,0.3061671875,0.7613805556
196,2,935.451,133.891,973.971,138.164,975.471,170.892,936.615,167.613,0.7308210938,0.8140402778,0.7609148438,0.8081055556,0.7620867188,0.76265,0.7317304688,0.7672041667
196,3,402.255,409.5,448.537,409.045,451.475,443.774,406.047,444.231,0.3142617188,0.43125,0.3504195313,0.4318819444,0.3527148438,0.3836472222,0.3172242188,0.3830125
196,4,933.899,393.299,971.353,392.439,968.933,423.721,930.838,426.512,0.7296085938,0.4537513889,0.7588695313,0.4549458333,0.7569789063,0.4114986111,0.7272171875,0.4076222222
197,1,392.054,136.322,439.109,132.164,438.253,168.485,391.894,171.793,0.3062921875,0.8106638889,0.3430539063,0.8164388889,0.3423851563,0.7659930556,0.3061671875,0.7613986111
197,2,935.605,133.724,973.915,138.09,975.337,170.824,936.208,167.399,0.7309414063,0.8142722222,0.7608710938,0.8082083333,0.7619820313,0.7627444444,0.7314125,0.7675013889
197,3,402.401,409.422,448.568,409.038,451.377,443.968,405.827,443.948,0.3143757813,0.4313583333,0.35044375,0.4318916667,0.3526382813,0.3833777778,0.3170523438,0.3834055556
197,4,933.422,393.493,971.338,391.962,968.927,423.658,931.042,426.29,0.7292359375,0.4534819444,0.7588578125,0.4556083333,0.7569742188,0.4115861111,0.7273765625,0.4079305556
198,1,392.054,136.363,439.154,131.951,438.845,168.184,391.894,171.843,0.3062921875,0.8106069444,0.3430890625,0.8167347222,0.3428476563,0.7664111111,0.3061671875,0.7613291667
198,2,935.603,133.662,973.741,137.86,975.374,170.626,936.266,167.464,0.7309398438,0.8143583333,0.7607351563,0.8085277778,0.7620109375,0.7630194444,0.7314578125,0.7674111111
198,3,403.264,409.275,448.691,408.923,451.075,443.847,405.525,444.078,0.31505,0.4315625,0.3505398438,0.4320513889,0.3524023438,0.3835458333,0.3168164063,0.383225
198,4,933.359,393.446,971.432,391.915,968.987,423.726,931.098,426.053,0.7291867188,0.4535472222,0.75893125,0.4556736111,0.7570210938,0.4114916667,0.7274203125,0.4082597222
199,1,392.054,136.305,439.104,131.972,438.95,168.15,391.894,171.91,0.3062921875,0.8106875,0.34305,0.8167055556,0.3429296875,0.7664583333,0.3061671875,0.7612361111
199,2,935.526,133.884,973.784,137.787,975.395,170.786,936.231,167.447,0.7308796875,0.81405,0.76076875,0.8086291667,0.7620273438,0.7627972222,0.7314304688,0.7674347222
199,3,402.321,409.417,448.69,408.913,451.065,443.696,405.915,444.105,0.3143132813,0.4313652778,0.3505390625,0.4320652778,0.3523945313,0.3837555556,0.3171210938,0.3831875
199,4,933.223,393.473,971.24,391.996,968.942,423.679,930.983,426.163,0.7290804688,0.4535097222,0.75878125,0.4555611111,0.7569859375,0.4115569444,0.7273304688,0.4081069444
