Frame,,Top Left,,Top Right,,Bottom right,,Bottom Left,,Top Left,,Top Right,,Bottom right,,Bottom Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
76,4,924.366,404.324,962.852,401.761,960.757,433.58,922.492,437.03,0.7221609375,0.4384388889,0.752228125,0.4419986111,0.7505914063,0.3978055556,0.720696875,0.3930138889
77,1,380,153.2,427.056,148.446,427.055,184.58,380,188.911,0.296875,0.7872222222,0.3336375,0.793825,0.3336367188,0.7436388889,0.296875,0.7376236111
77,2,923.602,143.635,962.534,147.174,964.31,180.204,925.212,177.459,0.7215640625,0.8005069444,0.7519796875,0.7955916667,0.7533671875,0.7497166667,0.722821875,0.7535291667
77,3,393.633,427.256,439.454,425.905,442.548,461,397.367,461,0.3075257813,0.4065888889,0.3433234375,0.4084652778,0.345740625,0.3597222222,0.3104429688,0.3597222222
77,4,924.415,404.241,962.77,401.697,960.708,433.649,922.605,436.851,0.7221992188,0.4385541667,0.7521640625,0.4420875,0.750553125,0.3977097222,0.7207851563,0.3932625
78,1,380,153.145,427.109,148.414,426.947,184.515,380,188.772,0.296875,0.7872986111,0.3336789063,0.7938694444,0.3335523438,0.7437291667,0.296875,0.7378166667
78,2,923.364,143.596,962.604,147.146,964.241,180.011,925.156,177.433,0.721378125,0.8005611111,0.752034375,0.7956305556,0.7533132813,0.7499847222,0.722778125,0.7535652778
78,3,393.557,427.083,439.352,425.785,442.489,461,397.31,461,0.3074664063,0.4068291667,0.34324375,0.4086319444,0.3456945313,0.3597222222,0.3103984375,0.3597222222
78,4,924.464,404.23,962.694,401.609,960.686,433.577,922.502,436.828,0.7222375,0.4385694444,0.7521046875,0.4422097222,0.7505359375,0.3978097222,0.7207046875,0.3932944444
79,1,380,153.184,427.109,148.416,426.946,184.534,380,188.69,0.296875,0.7872444444,0.3336789063,0.7938666667,0.3335515625,0.7437027778,0.296875,0.7379305556
79,2,923.474,143.606,962.499,147.137,964.284,179.887,925.009,177.464,0.7214640625,0.8005472222,0.7519523438,0.7956430556,0.753346875,0.7501569444,0.7226632813,0.7535222222
79,3,393.639,427.182,439.505,425.893,442.455,461,397.295,461,0.3075304688,0.4066916667,0.3433632813,0.4084819444,0.3456679688,0.3597222222,0.3103867188,0.3597222222
79,4,924.341,404.28,962.697,401.718,960.732,433.678,922.551,436.929,0.7221414063,0.4385,0.7521070313,0.4420583333,0.750571875,0.3976694444,0.7207429688,0.3931541667
80,1,380,153.229,427,148.423,427,184.532,380,188.817,0.296875,0.7871819444,0.33359375,0.7938569444,0.33359375,0.7437055556,0.296875,0.7377541667
80,2,923.479,143.849,962.539,147.085,964.294,180.094,925.14,177.402,0.7214679688,0.8002097222,0.7519835938,0.7957152778,0.7533546875,0.7498694444,0.722765625,0.7536083333
80,3,393.636,426.718,439.493,426.625,442.576,461,397.419,461,0.307528125,0.4073361111,0.3433539063,0.4074652778,0.3457625,0.3597222222,0.3104835938,0.3597222222
80,4,924.366,404.487,962.577,401.871,960.793,433.632,922.324,437.147,0.7221609375,0.4382125,0.7520132813,0.4418458333,0.7506195313,0.3977333333,0.720565625,0.3928513889
81,1,380.094,153.182,426.73,148.528,426.55,184.703,380.069,188.798,0.2969484375,0.7872472222,0.3333828125,0.7937111111,0.3332421875,0.7434680556,0.2969289063,0.7377805556
81,2,923.557,143.897,962.668,147.309,964.323,180.314,925.136,177.579,0.7215289063,0.8001430556,0.752084375,0.7954041667,0.7533773438,0.7495638889,0.7227625,0.7533625
81,3,393.491,427.009,439.57,426.524,442.476,461,397.31,461,0.3074148438,0.4069319444,0.3434140625,0.4076055556,0.345684375,0.3597222222,0.3103984375,0.3597222222
81,4,924.392,404.503,962.366,402.273,960.874,433.693,922.533,437.217,0.72218125,0.4381902778,0.7518484375,0.4412875,0.7506828125,0.3976486111,0.7207289063,0.3927541667
82,1,379.974,153.203,427.06,148.446,427.051,184.674,380.079,188.825,0.2968546875,0.7872180556,0.333640625,0.793825,0.3336335938,0.7435083333,0.2969367188,0.7377430556
82,2,923.516,143.937,962.644,147.262,964.384,180.269,925.293,177.658,0.721496875,0.8000875,0.752065625,0.7954694444,0.753425,0.7496263889,0.7228851563,0.7532527778
82,3,393.724,427.137,439.572,425.652,442.684,461,397.376,461,0.307596875,0.4067541667,0.343415625,0.4088166667,0.345846875,0.3597222222,0.31045,0.3597222222
82,4,924.401,404.496,962.671,402.156,960.793,433.723,922.589,437.138,0.7221882813,0.4382,0.7520867188,0.44145,0.7506195313,0.3976069444,0.7207726563,0.3928638889
83,1,380.95,153.16,427.068,148.359,427.206,184.633,380.831,188.829,0.2976171875,0.7872777778,0.333646875,0.7939458333,0.3337546875,0.7435652778,0.2975242188,0.7377375
83,2,923.752,143.964,962.945,147.384,964.443,180.387,925.643,177.685,0.72168125,0.80005,0.7523007813,0.7953,0.7534710938,0.7494625,0.7231585938,0.7532152778
83,3,394.056,427.089,439.537,425.69,442.786,461,397.381,461,0.30785625,0.4068208333,0.3433882813,0.4087638889,0.3459265625,0.3597222222,0.3104539063,0.3597222222
83,4,924.443,404.463,963.149,402.214,960.836,433.841,922.965,437.214,0.7222210938,0.4382458333,0.7524601563,0.4413694444,0.750653125,0.3974430556,0.7210664063,0.3927583333
84,1,380.995,153.161,427.033,148.438,427.299,184.605,380.843,188.763,0.2976523438,0.7872763889,0.3336195313,0.7938361111,0.3338273438,0.7436041667,0.2975335938,0.7378291667
84,2,923.715,143.962,962.745,147.327,964.656,180.5,925.672,177.6,0.7216523438,0.8000527778,0.7521445313,0.7953791667,0.7536375,0.7493055556,0.72318125,0.7533333333
84,3,394.003,427.078,439.645,426.126,442.886,461,397.605,461,0.3078148438,0.4068361111,0.3434726563,0.4081583333,0.3460046875,0.3597222222,0.3106289063,0.3597222222
84,4,924.741,404.376,963.084,402.102,960.857,433.738,922.916,437.255,0.7224539063,0.4383666667,0.752409375,0.441525,0.7506695313,0.3975861111,0.721028125,0.3927013889
85,1,380.06,153.294,427.056,148.603,427.055,184.818,380.051,189.104,0.296921875,0.7870916667,0.3336375,0.7936069444,0.3336367188,0.7433083333,0.2969148438,0.7373555556
85,2,923.654,144.023,962.675,147.246,964.416,180.367,925.271,177.429,0.7216046875,0.7999680556,0.7520898438,0.7954916667,0.75345,0.7494902778,0.7228679688,0.7535708333
85,3,393.565,427.05,439.617,426.445,442.764,461.081,397.649,460.956,0.3074726563,0.406875,0.3434507813,0.4077152778,0.345909375,0.3596097222,0.3106632813,0.3597833333
85,4,924.336,404.455,962.803,402.143,960.896,433.845,922.732,437.153,0.7221375,0.4382569444,0.7521898438,0.4414680556,0.7507,0.3974375,0.720884375,0.3928430556
86,1,379.967,153.383,426.874,148.648,427.305,184.766,380.29,189.157,0.2968492188,0.7869680556,0.3334953125,0.7935444444,0.3338320313,0.7433805556,0.2971015625,0.7372819444
86,2,923.531,143.92,962.723,147.3,964.384,180.217,925.339,177.752,0.7215085938,0.8001111111,0.7521273438,0.7954166667,0.753425,0.7496986111,0.7229210938,0.7531222222
86,3,393.894,427.215,439.567,426.21,442.714,461,397.5,461,0.3077296875,0.4066458333,0.3434117188,0.4080416667,0.3458703125,0.3597222222,0.310546875,0.3597222222
86,4,924.335,404.488,962.941,401.94,960.825,433.744,923.016,437.095,0.7221367188,0.4382111111,0.7522976563,0.44175,0.7506445313,0.3975777778,0.72110625,0.3929236111
87,1,380,153.4,427.109,148.585,426.945,184.833,380,189.147,0.296875,0.7869444444,0.3336789063,0.7936319444,0.3335507813,0.7432875,0.296875,0.7372958333
87,2,923.555,143.777,962.844,147.091,964.282,180.117,925.358,177.589,0.7215273438,0.8003097222,0.752221875,0.7957069444,0.7533453125,0.7498375,0.7229359375,0.7533486111
87,3,393.812,427.212,439.519,426.259,442.652,461,397.295,461,0.307665625,0.40665,0.3433742188,0.4079736111,0.345821875,0.3597222222,0.3103867188,0.3597222222
87,4,924.373,404.509,963.022,401.857,960.816,433.587,922.588,437.054,0.7221664063,0.4381819444,0.7523609375,0.4418652778,0.7506375,0.3977958333,0.720771875,0.3929805556
88,1,380.052,153.374,426.941,148.541,426.638,184.891,379.9,189.067,0.296915625,0.7869805556,0.3335476563,0.7936930556,0.3333109375,0.7432069444,0.296796875,0.7374069444
88,2,923.516,143.696,962.65,147.26,964.245,179.99,925,177.657,0.721496875,0.8004222222,0.7520703125,0.7954722222,0.7533164063,0.7500138889,0.72265625,0.7532541667
88,3,393.401,426.887,439.467,427.034,442.506,461,397.466,461,0.3073445313,0.4071013889,0.3433335938,0.4068972222,0.3457078125,0.3597222222,0.3105203125,0.3597222222
88,4,924.245,404.36,962.684,401.94,960.805,433.515,922.569,437.134,0.7220664063,0.4383888889,0.752096875,0.44175,0.7506289063,0.3978958333,0.7207570313,0.3928694444
89,1,380,153.507,426.266,148.742,426.63,184.95,380,189.138,0.296875,0.7867958333,0.3330203125,0.7934138889,0.3333046875,0.743125,0.296875,0.7373083333
89,2,923.525,143.722,962.168,147.093,964.21,180.124,924.704,177.434,0.7215039063,0.8003861111,0.75169375,0.7957041667,0.7532890625,0.7498277778,0.722425,0.7535638889
89,3,393.406,427.058,439.46,426.94,442.348,461,397.373,461,0.3073484375,0.4068638889,0.343328125,0.4070277778,0.345584375,0.3597222222,0.3104476563,0.3597222222
89,4,924.325,404.598,962.533,401.663,960.67,433.516,922.512,437.098,0.7221289063,0.4380583333,0.7519789063,0.4421347222,0.7505234375,0.3978944444,0.7207125,0.3929194444
90,1,380,153.519,426.228,148.799,426.743,185.046,380,189.149,0.296875,0.7867791667,0.332990625,0.7933347222,0.3333929688,0.7429916667,0.296875,0.7372930556
90,2,923.727,143.802,962.219,147.082,964.333,180.263,924.44,177.292,0.7216617188,0.800275,0.7517335938,0.7957194444,0.7533851563,0.7496347222,0.72221875,0.7537611111
90,3,393.433,427.139,439.485,426.681,442.308,460.961,397.245,461.086,0.3073695313,0.4067513889,0.3433476563,0.4073875,0.345553125,0.3597763889,0.3103476563,0.3596027778
90,4,924.457,404.505,962.377,401.815,960.83,433.528,922.561,437.171,0.7222320313,0.4381875,0.7518570313,0.4419236111,0.7506484375,0.3978777778,0.7207507813,0.3928180556
91,1,380,153.722,426.314,148.528,426.478,185.111,380,189.264,0.296875,0.7864972222,0.3330578125,0.7937111111,0.3331859375,0.7429013889,0.296875,0.7371333333
91,2,923.307,143.828,962.007,147.157,964.188,179.951,925.084,177.647,0.7213335938,0.8002388889,0.7515679688,0.7956152778,0.753271875,0.7500680556,0.722721875,0.7532680556
91,3,393.267,427.059,439.464,426.723,442.277,461,397.18,461,0.3072398438,0.4068625,0.34333125,0.4073291667,0.3455289063,0.3597222222,0.310296875,0.3597222222
91,4,924.461,404.457,962.454,401.997,960.725,433.729,922.277,437.166,0.7222351563,0.4382541667,0.7519171875,0.4416708333,0.7505664063,0.3975986111,0.7205289063,0.392825
92,1,380,153.472,426.221,148.738,426.606,184.853,380,189.191,0.296875,0.7868444444,0.3329851563,0.7934194444,0.3332859375,0.7432597222,0.296875,0.7372347222
92,2,923.66,143.875,961.989,147.197,964.338,180.257,924.476,177.465,0.721609375,0.8001736111,0.7515539063,0.7955597222,0.7533890625,0.7496430556,0.722246875,0.7535208333
92,3,393.31,427.083,439.442,426.666,442.356,461,397.304,461,0.3072734375,0.4068291667,0.3433140625,0.4074083333,0.345590625,0.3597222222,0.31039375,0.3597222222
92,4,924.329,404.548,962.501,401.963,960.607,433.798,922.225,437.322,0.7221320313,0.4381277778,0.7519539063,0.4417180556,0.7504742188,0.3975027778,0.7204882813,0.3926083333
93,1,380,153.663,426.514,148.588,426.486,184.856,380,189.104,0.296875,0.7865791667,0.3332140625,0.7936277778,0.3331921875,0.7432555556,0.296875,0.7373555556
93,2,923.455,143.998,962.056,147.311,964.4,180.312,924.843,177.67,0.7214492188,0.8000027778,0.75160625,0.7954013889,0.7534375,0.7495666667,0.7225335938,0.7532361111
93,3,393.162,426.95,438.747,426.877,442.576,461,397.159,461,0.3071578125,0.4070138889,0.3427710938,0.4071152778,0.3457625,0.3597222222,0.3102804688,0.3597222222
93,4,924.151,404.66,962.24,402.031,960.641,433.714,921.864,437.279,0.7219929688,0.4379722222,0.75175,0.4416236111,0.7505007813,0.3976194444,0.72020625,0.3926680556
94,1,379.473,153.674,426.167,148.529,425.989,184.805,379.553,189.208,0.2964632813,0.7865638889,0.3329429688,0.7937097222,0.3328039063,0.7433263889,0.2965257813,0.7372111111
94,2,923.123,143.916,961.695,147.316,963.698,180.334,924.281,177.646,0.7211898438,0.8001166667,0.7513242188,0.7953944444,0.7528890625,0.7495361111,0.7220945313,0.7532694444
94,3,392.743,426.904,438.158,426.752,441.943,460.959,396.426,461.086,0.3068304688,0.4070777778,0.3423109375,0.4072888889,0.3452679688,0.3597791667,0.3097078125,0.3596027778
94,4,923.48,404.501,962.186,401.875,959.767,433.754,921.692,437.114,0.72146875,0.4381930556,0.7517078125,0.4418402778,0.7498179688,0.3975638889,0.720071875,0.3928972222
95,1,379,153.49,426,148.447,426,184.777,379,189.233,0.29609375,0.7868194444,0.3328125,0.7938236111,0.3328125,0.7433652778,0.29609375,0.7371763889
95,2,922.303,143.704,961.491,147.248,962.878,180.133,924.114,177.543,0.7205492188,0.8004111111,0.7511648438,0.7954888889,0.7522484375,0.7498152778,0.7219640625,0.7534125
95,3,392.479,427.167,438.074,426.766,441.158,460.962,395.926,461.087,0.3066242188,0.4067125,0.3422453125,0.4072694444,0.3446546875,0.359775,0.3093171875,0.3596013889
95,4,923.318,404.367,961.35,401.97,959.638,433.646,921.258,437.153,0.7213421875,0.4383791667,0.7510546875,0.4417083333,0.7497171875,0.3977138889,0.7197328125,0.3928430556
96,1,379,153.607,425.907,148.528,426.044,184.732,379,189.275,0.29609375,0.7866569444,0.3327398438,0.7937111111,0.332846875,0.7434277778,0.29609375,0.7371180556
96,2,921.802,143.802,961.081,147.211,963.009,180.322,923.925,177.485,0.7201578125,0.800275,0.7508445313,0.7955402778,0.7523507813,0.7495527778,0.7218164063,0.7534930556
96,3,392.285,426.852,438.327,427.023,441.153,460.962,396.259,461.086,0.3064726563,0.40715,0.3424429688,0.4069125,0.3446507813,0.359775,0.3095773438,0.3596027778
96,4,923.167,404.338,961.42,401.984,959.692,433.732,921.346,437.16,0.7212242188,0.4384194444,0.751109375,0.4416888889,0.749759375,0.3975944444,0.7198015625,0.3928333333
97,1,379,153.551,425.826,148.704,426.234,184.89,379,189.179,0.29609375,0.7867347222,0.3326765625,0.7934666667,0.3329953125,0.7432083333,0.29609375,0.7372513889
97,2,922.358,143.99,961.551,147.354,963.252,180.392,924.28,177.811,0.7205921875,0.8000138889,0.7512117188,0.7953416667,0.752540625,0.7494555556,0.72209375,0.7530402778
97,3,392.73,426.933,438.536,426.896,441.526,460.924,396.555,461.168,0.3068203125,0.4070375,0.34260625,0.4070888889,0.3449421875,0.3598277778,0.3098085938,0.3594888889
97,4,923.216,404.802,961.613,401.802,959.926,433.796,921.713,437.355,0.7212625,0.437775,0.7512601563,0.4419416667,0.7499421875,0.3975055556,0.7200882813,0.3925625
98,1,379.019,153.407,426.054,148.669,426.054,184.833,379.087,189.248,0.2961085938,0.7869347222,0.3328546875,0.7935152778,0.3328546875,0.7432875,0.2961617188,0.7371555556
98,2,922.758,144.163,961.557,147.47,963.5,180.505,924.234,177.72,0.7209046875,0.7997736111,0.7512164063,0.7951805556,0.752734375,0.7492986111,0.7220578125,0.7531666667
98,3,392.913,426.803,438.548,426.806,441.791,460.96,396.31,461.086,0.3069632813,0.4072180556,0.342615625,0.4072138889,0.3451492188,0.3597777778,0.3096171875,0.3596027778
98,4,923.603,404.638,962.086,402.285,959.698,433.918,921.338,437.506,0.7215648438,0.4380027778,0.7516296875,0.4412708333,0.7497640625,0.3973361111,0.7197953125,0.3923527778
99,1,379.148,153.474,426.148,148.579,426.009,184.842,380.111,189.104,0.296209375,0.7868416667,0.332928125,0.7936402778,0.3328195313,0.743275,0.2969617188,0.7373555556
99,2,922.941,144.212,961.701,147.499,963.472,180.534,924.237,177.738,0.7210476563,0.7997055556,0.7513289063,0.7951402778,0.7527125,0.7492583333,0.7220601563,0.7531416667
99,3,392.935,427.016,438.681,426.542,441.682,461,396.324,461,0.3069804688,0.4069222222,0.3427195313,0.4075805556,0.3450640625,0.3597222222,0.309628125,0.3597222222
99,4,923.586,404.592,961.924,402.272,959.674,433.991,921.807,437.441,0.7215515625,0.4380666667,0.751503125,0.4412888889,0.7497453125,0.3972347222,0.7201617188,0.3924430556
100,1,379.193,153.561,426.007,148.543,426.153,184.767,379.709,189.289,0.2962445313,0.7867208333,0.3328179688,0.7936902778,0.3329320313,0.7433791667,0.2966476563,0.7370986111
100,2,922.895,144.23,961.566,147.627,963.499,180.492,924.182,178.018,0.7210117188,0.7996805556,0.7512234375,0.7949625,0.7527335938,0.7493166667,0.7220171875,0.7527527778
100,3,392.506,426.958,438.406,426.72,441.638,460.96,396.494,461.086,0.3066453125,0.4070027778,0.3425046875,0.4073333333,0.3450296875,0.3597777778,0.3097609375,0.3596027778
100,4,923.385,405.046,961.799,402.2,959.61,433.951,921.699,437.55,0.7213945313,0.4374361111,0.7514054688,0.4413888889,0.7496953125,0.3972902778,0.7200773438,0.3922916667
101,1,379.101,153.623,425.914,148.709,426.033,184.833,378.957,189.48,0.2961726563,0.7866347222,0.3327453125,0.7934597222,0.3328382813,0.7432875,0.2960601563,0.7368333333
101,2,922.554,144.379,961.52,147.857,963.298,180.688,924.297,178.379,0.7207453125,0.7994736111,0.7511875,0.7946430556,0.7525765625,0.7490444444,0.7221070313,0.7522513889
101,3,392.29,426.872,438.147,426.957,441.344,460.925,396.157,461.17,0.3064765625,0.4071222222,0.3423023438,0.4070041667,0.3448,0.3598263889,0.3094976563,0.3594861111
101,4,923.515,405.048,961.337,402.54,959.664,434.444,921.171,437.569,0.7214960938,0.4374333333,0.7510445313,0.4409166667,0.7497375,0.3966055556,0.7196648438,0.3922652778
102,1,379,153.745,425.904,148.885,426.042,185.124,379,189.388,0.29609375,0.7864652778,0.3327375,0.7932152778,0.3328453125,0.7428833333,0.29609375,0.7369611111
102,2,922.376,144.47,961.247,147.877,963.213,180.722,924.193,178.434,0.72060625,0.7993472222,0.7509742188,0.7946152778,0.7525101563,0.7489972222,0.7220257813,0.752175
102,3,392.364,427.362,438.034,426.675,441.143,461.085,395.752,460.959,0.306534375,0.4064416667,0.3422140625,0.4073958333,0.3446429688,0.3596041667,0.30918125,0.3597791667
102,4,923.222,405.175,961.328,402.569,959.464,434.228,921.019,437.598,0.7212671875,0.4372569444,0.7510375,0.4408763889,0.74958125,0.3969055556,0.7195460938,0.392225
103,1,379.058,153.733,425.125,149.056,425.269,185.233,378.888,189.469,0.2961390625,0.7864819444,0.3321289063,0.7929777778,0.3322414063,0.7427319444,0.29600625,0.7368486111
103,2,922.098,144.566,960.771,147.775,962.661,180.593,923.784,178.477,0.7203890625,0.7992138889,0.7506023438,0.7947569444,0.7520789063,0.7491763889,0.72170625,0.7521152778
103,3,391.922,427.079,437.665,426.831,440.747,461.044,395.399,461.044,0.3061890625,0.4068347222,0.3419257813,0.4071791667,0.3443335938,0.3596611111,0.3089054688,0.3596611111
103,4,922.495,405.26,961.06,402.207,958.901,434.308,921.185,437.668,0.7206992188,0.4371388889,0.750828125,0.4413791667,0.7491414063,0.3967944444,0.7196757813,0.3921277778
104,1,378.78,153.755,425.136,148.984,424.874,185.443,378.039,189.269,0.295921875,0.7864513889,0.3321375,0.7930777778,0.3319328125,0.7424402778,0.2953429688,0.7371263889
104,2,921.688,144.422,960.776,147.626,962.394,180.761,923.407,178.314,0.72006875,0.7994138889,0.75060625,0.7949638889,0.7518703125,0.7489430556,0.7214117188,0.7523416667
104,3,391.662,427.149,437.469,426.88,440.519,460.901,395.489,461.387,0.3059859375,0.4067375,0.3417726563,0.4071111111,0.3441554688,0.3598597222,0.3089757813,0.3591847222
104,4,922.378,404.85,960.782,402.49,958.774,434.414,920.664,437.359,0.7206078125,0.4377083333,0.7506109375,0.4409861111,0.7490421875,0.3966472222,0.71926875,0.3925569444
105,1,378.018,153.872,425.151,148.771,424.85,185.129,378.143,189.518,0.2953265625,0.7862888889,0.3321492188,0.7933736111,0.3319140625,0.7428763889,0.2954242188,0.7367805556
105,2,921.228,144.391,960.58,147.442,962.355,180.533,923.816,178.422,0.719709375,0.7994569444,0.750453125,0.7952194444,0.7518398438,0.7492597222,0.72173125,0.7521916667
105,3,391.462,427.164,437.535,426.792,440.262,460.961,395.162,461.086,0.3058296875,0.4067166667,0.3418242188,0.4072333333,0.3439546875,0.3597763889,0.3087203125,0.3596027778
105,4,922.312,404.986,960.462,402.292,958.811,434.047,920.595,437.547,0.72055625,0.4375194444,0.7503609375,0.4412611111,0.7490710938,0.3971569444,0.7192148438,0.3922958333
106,1,378.107,153.624,424.532,148.891,424.929,185.233,377.953,189.454,0.2953960938,0.7866333333,0.331665625,0.7932069444,0.3319757813,0.7427319444,0.2952757813,0.7368694444
106,2,921.339,144.444,960.438,147.65,962.347,180.719,923.323,178.183,0.7197960938,0.7993833333,0.7503421875,0.7949305556,0.7518335938,0.7490013889,0.7213460938,0.7525236111
106,3,391.345,427.075,437.294,426.836,440.34,461.044,395.087,461.044,0.3057382813,0.4068402778,0.3416359375,0.4071722222,0.344015625,0.3596611111,0.3086617188,0.3596611111
106,4,922.202,404.87,960.275,402.458,958.836,434.229,920.363,437.491,0.7204703125,0.4376805556,0.7502148438,0.4410305556,0.749090625,0.3969041667,0.7190335938,0.3923736111
107,1,378.204,153.582,424.614,148.871,424.542,185.225,377.754,189.429,0.295471875,0.7866916667,0.3317296875,0.7932347222,0.3316734375,0.7427430556,0.2951203125,0.7369041667
107,2,921.7,144.383,960.401,147.532,962.273,180.999,922.504,177.23,0.720078125,0.7994680556,0.7503132813,0.7950944444,0.7517757813,0.7486125,0.72070625,0.7538472222
107,3,391.292,427.114,437.501,426.851,440.24,461.077,395.331,461.188,0.305696875,0.4067861111,0.3417976563,0.4071513889,0.3439375,0.3596152778,0.3088523438,0.3594611111
107,4,922.39,404.742,960.424,402.387,958.717,433.988,920.252,437.435,0.7206171875,0.4378583333,0.75033125,0.4411291667,0.7489976563,0.3972388889,0.718946875,0.3924513889
108,1,378.051,153.648,424.567,148.808,424.646,185.195,377.9,189.135,0.2953523438,0.7866,0.3316929688,0.7933222222,0.3317546875,0.7427847222,0.295234375,0.7373125
108,2,921.288,144.08,960.404,147.397,962.235,180.515,923.123,177.815,0.71975625,0.7998888889,0.750315625,0.7952819444,0.7517460938,0.7492847222,0.7211898438,0.7530347222
108,3,391.427,427.092,437.394,426.912,440.277,461.044,395.24,461.044,0.3058023438,0.4068166667,0.3417140625,0.4070666667,0.3439664063,0.3596611111,0.30878125,0.3596611111
108,4,922.319,404.679,960.454,402.193,958.767,433.891,920.445,437.3,0.7205617188,0.4379458333,0.7503546875,0.4413986111,0.7490367188,0.3973736111,0.7190976563,0.3926388889
109,1,377.919,153.66,424.748,148.694,424.739,185.114,378.181,189.281,0.2952492188,0.7865833333,0.331834375,0.7934805556,0.3318273438,0.7428972222,0.2954539063,0.7371097222
109,2,921.526,144.034,960.524,147.373,962.458,180.329,923.345,177.676,0.7199421875,0.7999527778,0.750409375,0.7953152778,0.7519203125,0.7495430556,0.7213632813,0.7532277778
109,3,391.937,427.119,437.584,426.697,440.56,460.961,395.336,461.086,0.3062007813,0.4067791667,0.3418625,0.4073652778,0.3441875,0.3597763889,0.30885625,0.3596027778
109,4,922.485,405.047,961.095,402.114,958.834,433.978,920.632,436.95,0.7206914063,0.4374347222,0.7508554688,0.4415083333,0.7490890625,0.3972527778,0.71924375,0.393125
110,1,379.053,153.442,424.966,148.897,425.263,184.99,378.892,189.254,0.2961351563,0.7868861111,0.3320046875,0.7931986111,0.3322367188,0.7430694444,0.296009375,0.7371472222
110,2,921.826,143.946,960.902,147.315,962.6,180.301,923.571,177.643,0.7201765625,0.800075,0.7507046875,0.7953958333,0.75203125,0.7495819444,0.7215398438,0.7532736111
110,3,392.066,427.078,437.807,426.83,441.052,461,395.943,461,0.3063015625,0.4068361111,0.3420367188,0.4071805556,0.344571875,0.3597222222,0.3093304688,0.3597222222
110,4,923.313,404.442,961.295,402.16,959.616,433.699,921.247,437.314,0.7213382813,0.438275,0.7510117188,0.4414444444,0.7497,0.3976402778,0.7197242188,0.3926194444
111,1,379,153.5,426,148.783,426,185,379,189.261,0.29609375,0.7868055556,0.3328125,0.7933569444,0.3328125,0.7430555556,0.29609375,0.7371375
111,2,922.468,143.94,961.338,147.292,963.282,180.246,924.227,177.707,0.720678125,0.8000833333,0.7510453125,0.7954277778,0.7525640625,0.7496583333,0.7220523438,0.7531847222
111,3,392.721,426.842,438.488,426.948,441.721,461.083,396.305,460.957,0.3068132813,0.4071638889,0.34256875,0.4070166667,0.3450945313,0.3596069444,0.3096132813,0.3597819444
111,4,923.843,404.55,961.935,402.253,959.747,433.503,921.518,437.497,0.7217523438,0.438125,0.7515117188,0.4413152778,0.7498023438,0.3979125,0.7199359375,0.3923652778
112,1,379.993,153.453,426.018,148.972,426.152,184.846,379.841,189.25,0.2968695313,0.7868708333,0.3328265625,0.7930944444,0.33293125,0.7432694444,0.2967507813,0.7371527778
112,2,923.347,143.977,961.623,147.363,963.892,180.292,924.319,177.656,0.7213648438,0.8000319444,0.7512679688,0.7953291667,0.753040625,0.7495944444,0.7221242188,0.7532555556
112,3,393.163,426.955,439.046,426.96,442.38,460.961,397.007,461.087,0.3071585938,0.4070069444,0.3430046875,0.407,0.345609375,0.3597763889,0.3101617188,0.3596013889
112,4,924.097,404.602,962.32,402.034,960.551,433.723,922.091,437.258,0.7219507813,0.4380527778,0.7518125,0.4416194444,0.7504304688,0.3976069444,0.7203835938,0.3926972222
113,1,380,153.582,426.558,148.872,427.033,185.061,380,189.238,0.296875,0.7866916667,0.3332484375,0.7932333333,0.3336195313,0.7429708333,0.296875,0.7371694444
113,2,923.391,144.098,962.187,147.208,964.391,180.177,925.028,177.688,0.7213992188,0.7998638889,0.7517085938,0.7955444444,0.7534304688,0.7497541667,0.722678125,0.7532111111
113,3,393.452,427.188,439.684,426.803,442.644,461,397.56,461,0.307384375,0.4066833333,0.343503125,0.4072180556,0.345815625,0.3597222222,0.31059375,0.3597222222
113,4,924.359,405.108,962.672,401.692,960.943,433.832,922.679,437.155,0.7221554688,0.43735,0.7520875,0.4420944444,0.7507367188,0.3974555556,0.7208429688,0.3928402778
114,1,379.912,153.708,427.013,148.72,427.147,185.18,380.453,189.362,0.29680625,0.7865166667,0.3336039063,0.7934444444,0.3337085938,0.7428055556,0.2972289063,0.7369972222
114,2,923.714,143.946,962.878,147.29,964.342,180.236,925.56,177.622,0.7216515625,0.800075,0.7522484375,0.7954305556,0.7533921875,0.7496722222,0.72309375,0.7533027778
114,3,393.901,427.174,439.733,426.6,443.006,461.16,397.766,460.915,0.3077351563,0.4067027778,0.3435414063,0.4075,0.3460984375,0.3595,0.3107546875,0.3598402778
114,4,924.616,404.478,963.191,402.051,961.114,433.763,923.093,437.257,0.72235625,0.438225,0.7524929688,0.4415958333,0.7508703125,0.3975513889,0.7211664063,0.3926986111
115,1,380.868,153.75,426.958,148.712,428.007,184.987,380.855,189.359,0.297553125,0.7864583333,0.3335609375,0.7934555556,0.3343804688,0.7430736111,0.2975429688,0.7370013889
115,2,923.649,143.688,963.087,147.269,964.526,180.316,925.827,177.567,0.7216007813,0.8004333333,0.7524117188,0.7954597222,0.7535359375,0.7495611111,0.7233023438,0.7533791667
115,3,394.123,427.201,439.938,426.798,443.193,461.079,397.752,461.179,0.3079085938,0.4066652778,0.3437015625,0.407225,0.3462445313,0.3596125,0.31074375,0.3594736111
