Frame,,Top Left,,Top Right,,Bottom right,,Bottom Left,,Top Left,,Top Right,,Bottom right,,Bottom Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
154,3,392.655,427.177,438.282,426.555,441.535,461,396.2,461,0.3067617188,0.4066986111,0.3424078125,0.4075625,0.3449492188,0.3597222222,0.30953125,0.3597222222
154,4,923.296,404.955,961.895,402.295,959.56,434.104,921.553,437.566,0.721325,0.4375625,0.7514804688,0.4412569444,0.74965625,0.3970777778,0.7199632813,0.3922694444
155,1,379.079,153.505,426.199,148.551,425.898,184.804,379.551,189.091,0.2961554688,0.7867986111,0.3329679688,0.7936791667,0.3327328125,0.7433277778,0.2965242188,0.7373736111
155,2,922.915,144.4,961.704,147.557,963.475,180.593,924.232,178.229,0.7210273438,0.7994444444,0.75133125,0.7950597222,0.7527148438,0.7491763889,0.72205625,0.7524597222
155,3,392.768,426.83,438.599,427.005,441.637,461,396.414,461,0.30685,0.4071805556,0.3426554688,0.4069375,0.3450289063,0.3597222222,0.3096984375,0.3597222222
155,4,923.411,404.615,962.01,402.254,959.711,434.006,921.926,437.433,0.7214148438,0.4380347222,0.7515703125,0.4413138889,0.7497742188,0.3972138889,0.7202546875,0.3924541667
156,1,379.372,153.35,426.109,148.449,425.946,184.675,379.078,189.033,0.296384375,0.7870138889,0.3328976563,0.7938208333,0.3327703125,0.7435069444,0.2961546875,0.7374541667
156,2,922.881,143.976,961.532,147.309,963.635,180.477,924.35,177.599,0.7210007813,0.8000333333,0.751196875,0.7954041667,0.7528398438,0.7493375,0.7221484375,0.7533347222
156,3,392.732,427.035,438.698,426.084,441.467,461,396.243,461,0.306821875,0.4068958333,0.3427328125,0.4082166667,0.3448960938,0.3597222222,0.3095648438,0.3597222222
156,4,923.363,404.447,961.718,402.127,959.805,433.746,921.578,437.167,0.7213773438,0.4382680556,0.7513421875,0.4414902778,0.7498476563,0.397575,0.7199828125,0.3928236111
157,1,379,153.347,426,148.543,426,184.748,379,189.235,0.29609375,0.7870180556,0.3328125,0.7936902778,0.3328125,0.7434055556,0.29609375,0.7371736111
157,2,922.255,143.727,961.576,147.365,963.334,180.143,924.343,177.764,0.7205117188,0.8003791667,0.75123125,0.7953263889,0.7526046875,0.7498013889,0.7221429688,0.7531055556
157,3,392.667,427.055,438.35,426.588,441.647,461,396.306,461,0.3067710938,0.4068680556,0.3424609375,0.4075166667,0.3450367188,0.3597222222,0.3096140625,0.3597222222
157,4,923.479,404.36,961.71,402.166,959.748,433.727,921.324,437.162,0.7214679688,0.4383888889,0.7513359375,0.4414361111,0.749803125,0.3976013889,0.719784375,0.3928305556
158,1,379,153.512,426,148.676,426,184.702,379,189.267,0.29609375,0.7867888889,0.3328125,0.7935055556,0.3328125,0.7434694444,0.29609375,0.7371291667
158,2,922.159,143.655,961.548,147.163,963.295,180.21,924.298,177.44,0.7204367188,0.8004791667,0.751209375,0.7956069444,0.7525742188,0.7497083333,0.7221078125,0.7535555556
158,3,392.666,427.17,438.345,426.268,441.662,461,396.324,461,0.3067703125,0.4067083333,0.3424570313,0.4079611111,0.3450484375,0.3597222222,0.309628125,0.3597222222
158,4,923.38,404.44,961.866,401.727,959.739,433.433,921.436,437.108,0.721390625,0.4382777778,0.7514578125,0.4420458333,0.7497960938,0.3980097222,0.719871875,0.3929055556
159,1,379.058,153.448,426.004,148.606,425.996,184.741,379.05,189.281,0.2961390625,0.7868777778,0.332815625,0.7936027778,0.332809375,0.7434152778,0.2961328125,0.7371097222
159,2,922.397,143.681,961.665,147.266,963.242,180.246,924.25,177.602,0.7206226563,0.8004430556,0.7513007813,0.7954638889,0.7525328125,0.7496583333,0.7220703125,0.7533305556
159,3,392.764,427.146,438.458,426.321,441.605,461,396.38,461,0.306846875,0.4067416667,0.3425453125,0.4078875,0.3450039063,0.3597222222,0.309671875,0.3597222222
159,4,923.591,404.42,961.953,401.859,959.699,433.641,921.275,437.151,0.7215554688,0.4383055556,0.7515257813,0.4418625,0.7497648438,0.3977208333,0.7197460938,0.3928458333
160,1,379,153.379,426,148.428,426,184.532,379,189.271,0.29609375,0.7869736111,0.3328125,0.79385,0.3328125,0.7437055556,0.29609375,0.7371236111
160,2,922.396,143.662,961.663,147.235,963.242,180.237,924.247,177.559,0.720621875,0.8004694444,0.7512992188,0.7955069444,0.7525328125,0.7496708333,0.7220679688,0.7533902778
160,3,392.852,427.171,438.339,426.31,441.613,461,396.356,461,0.306915625,0.4067069444,0.3424523438,0.4079027778,0.3450101563,0.3597222222,0.309653125,0.3597222222
160,4,923.388,404.282,961.768,401.85,959.626,433.471,921.56,437.015,0.721396875,0.4384972222,0.75138125,0.441875,0.7497078125,0.3979569444,0.71996875,0.3930347222
161,1,379,153.29,426,148.377,426,184.569,379,188.971,0.29609375,0.7870972222,0.3328125,0.7939208333,0.3328125,0.7436541667,0.29609375,0.7375402778
161,2,922.243,143.546,961.694,147.191,963.019,179.952,924.383,177.497,0.7205023438,0.8006305556,0.7513234375,0.7955680556,0.7523585938,0.7500666667,0.7221742188,0.7534763889
161,3,392.587,427.19,438.46,426.193,441.273,461,396.233,461,0.3067085938,0.4066805556,0.342546875,0.4080652778,0.3447445313,0.3597222222,0.3095570313,0.3597222222
161,4,923.268,404.305,961.523,401.796,959.708,433.541,921.502,436.914,0.721303125,0.4384652778,0.7511898438,0.44195,0.749771875,0.3978597222,0.7199234375,0.393175
162,1,379.053,153.304,426.049,148.519,425.895,184.591,378.9,189.161,0.2961351563,0.7870777778,0.3328507813,0.7937236111,0.3327304688,0.7436236111,0.296015625,0.7372763889
162,2,922.385,143.72,961.483,147.126,962.93,179.904,924.147,177.534,0.7206132813,0.8003888889,0.7511585938,0.7956583333,0.7522890625,0.7501333333,0.7219898438,0.753425
162,3,392.467,426.94,438.448,426.497,441.472,461,396.225,461,0.3066148438,0.4070277778,0.3425375,0.4076430556,0.3449,0.3597222222,0.3095507813,0.3597222222
162,4,923.263,404.306,961.43,401.803,959.701,433.576,921.393,436.837,0.7212992188,0.4384638889,0.7511171875,0.4419402778,0.7497664063,0.3978111111,0.7198382813,0.3932819444
163,1,379.11,153.584,425.648,148.413,426.096,184.743,378.8,188.965,0.2961796875,0.7866888889,0.3325375,0.7938708333,0.3328875,0.7434125,0.2959375,0.7375486111
163,2,922.203,143.765,961.12,147.083,962.636,179.723,923.772,177.432,0.7204710938,0.8003263889,0.750875,0.7957180556,0.752059375,0.7503847222,0.721696875,0.7535666667
163,3,392.219,427.178,437.674,425.974,440.99,461,395.727,461,0.3064210938,0.4066972222,0.3419328125,0.4083694444,0.3445234375,0.3597222222,0.3091617188,0.3597222222
163,4,922.225,404.868,961.367,401.406,959.113,433.522,921.358,436.869,0.7204882813,0.4376833333,0.7510679688,0.4424916667,0.7493070313,0.3978861111,0.7198109375,0.3932375
164,1,378.161,153.436,425.156,148.531,425.001,184.547,378.475,189.145,0.2954382813,0.7868944444,0.332153125,0.7937069444,0.3320320313,0.7436847222,0.2956835938,0.7372986111
164,2,921.65,143.629,960.764,147.148,962.248,179.796,923.322,177.606,0.7200390625,0.8005152778,0.750596875,0.7956277778,0.75175625,0.7502833333,0.7213453125,0.753325
164,3,391.724,427.219,437.533,425.741,440.619,461,395.443,461,0.306034375,0.4066402778,0.3418226563,0.4086930556,0.3442335938,0.3597222222,0.3089398438,0.3597222222
164,4,922.399,404.248,960.891,401.56,958.732,433.531,920.846,436.839,0.7206242188,0.4385444444,0.7506960938,0.4422777778,0.749009375,0.3978736111,0.7194109375,0.3932791667
165,1,378.063,153.28,424.956,148.505,424.879,184.644,378.046,189.095,0.2953617188,0.7871111111,0.331996875,0.7937430556,0.3319367188,0.74355,0.2953484375,0.7373680556
165,2,921.461,143.485,960.503,147.104,962.277,179.863,923.117,177.459,0.7198914063,0.8007152778,0.7503929688,0.7956888889,0.7517789063,0.7501902778,0.7211851563,0.7535291667
165,3,391.66,427.242,437.401,425.851,440.444,461,395.395,461,0.305984375,0.4066083333,0.3417195313,0.4085402778,0.344096875,0.3597222222,0.3089023438,0.3597222222
165,4,922.392,404.131,960.544,401.723,958.75,433.611,920.463,436.74,0.72061875,0.4387069444,0.750425,0.4420513889,0.7490234375,0.3977625,0.7191117188,0.3934166667
166,1,378.105,153.211,424.398,148.58,424.87,184.643,377.959,189.081,0.2953945313,0.7872069444,0.3315609375,0.7936388889,0.3319296875,0.7435513889,0.2952804688,0.7373875
166,2,921.328,143.62,960.276,147.034,962.252,179.95,923.085,177.53,0.7197875,0.8005277778,0.750215625,0.7957861111,0.751759375,0.7500694444,0.7211601563,0.7534305556
166,3,391.359,427.216,437.467,426.26,440.449,461,395.381,461,0.3057492188,0.4066444444,0.3417710938,0.4079722222,0.3441007813,0.3597222222,0.3088914063,0.3597222222
166,4,922.409,404.245,960.528,401.709,958.706,433.575,920.316,436.844,0.7206320313,0.4385486111,0.7504125,0.4420708333,0.7489890625,0.3978125,0.718996875,0.3932722222
167,1,378.013,153.413,424.392,148.605,424.7,184.671,377.988,189.108,0.2953226563,0.7869263889,0.33155625,0.7936041667,0.331796875,0.7435125,0.295303125,0.73735
167,2,921.223,143.597,960.082,147.137,962.228,179.896,922.906,177.54,0.7197054688,0.8005597222,0.7500640625,0.7956430556,0.751740625,0.7501444444,0.7210203125,0.7534166667
167,3,391.346,426.904,437.28,426.973,440.519,461,395.304,461,0.3057390625,0.4070777778,0.341625,0.4069819444,0.3441554688,0.3597222222,0.30883125,0.3597222222
167,4,922.412,404.189,960.505,401.716,958.665,433.579,920.316,436.844,0.720634375,0.4386263889,0.7503945313,0.4420611111,0.7489570313,0.3978069444,0.718996875,0.3932722222
168,1,377.994,153.345,423.969,148.636,424.256,184.708,377.85,189.212,0.2953078125,0.7870208333,0.3312257813,0.7935611111,0.33145,0.7434611111,0.2951953125,0.7372055556
168,2,921.255,143.515,959.78,146.962,962.037,179.907,922.392,177.356,0.7197304688,0.8006736111,0.749828125,0.7958861111,0.7515914063,0.7501291667,0.72061875,0.7536722222
168,3,391.323,426.946,437.019,426.798,440.216,460.931,394.903,461.027,0.3057210938,0.4070194444,0.3414210938,0.407225,0.34391875,0.3598180556,0.3085179688,0.3596847222
168,4,922.324,404.253,960.29,401.602,958.366,433.577,920.109,436.729,0.720565625,0.4385375,0.7502265625,0.4422194444,0.7487234375,0.3978097222,0.7188351563,0.3934319444
169,1,377.531,153.495,424.194,148.615,423.923,184.816,377.839,189.25,0.2949460938,0.7868125,0.3314015625,0.7935902778,0.3311898438,0.7433111111,0.2951867188,0.7371527778
169,2,921.093,143.429,959.767,147.097,961.677,179.747,922.323,177.495,0.7196039063,0.8007930556,0.7498179688,0.7956986111,0.7513101563,0.7503513889,0.7205648438,0.7534791667
169,3,391.014,426.868,436.647,426.915,440.021,460.888,394.656,461.123,0.3054796875,0.4071277778,0.3411304688,0.4070625,0.3437664063,0.3598777778,0.308325,0.3595513889
169,4,921.591,404.066,960.189,401.932,957.956,433.413,919.886,436.795,0.7199929688,0.4387972222,0.7501476563,0.4417611111,0.748403125,0.3980375,0.7186609375,0.3933402778
